,name,location
10635,서초퍼스트점,"서울특별시 서초구 효령로72길 33(서초동, 정동빌딩)"
10636,서초페이토점,서울특별시 서초구 강남대로 265강남로드빌딩(서초동)
10637,서초프라자점,서울특별시 서초구 강남대로61길 251층(서초동)
10638,서초행복점,서울특별시 서초구 사임당로 1801층 105호(서초동)
10639,서초희망점,서울특별시 서초구 서초동효령로67길 63
10640,서초힐스테이트점,"서울특별시 서초구 헌릉로8길 10-12지1층 5호(신원동, 서초엠코타운젠트리스)"
10641,석계점 B,서울특별시 노원구 석계로 91층 1호(선호빌딩)
10642,석계화랑로점,"서울특별시 성북구 화랑로40길 26 ,1층(석관동)"
10643,석관초교점,서울시 성북구 석관동 돌곶이로22길 28
10644,석촌3호점,서울 송파구 백제고분로354 동일빌딩
10645,석촌동호수점,서울특별시 송파구 백제고분로41길 42-221층(송파동)
10646,석촌배명점,서울특별시 송파구 삼학사로32 (석촌동)
10647,석촌백제점,서울특별시 송파구 가락로11길 12  1층 103호
10648,석촌본점,서울특별시 송파구 삼학사로 14길16
10649,석촌불광점,서울특별시 송파구 백제고분로39길 38(석촌동)
10650,석촌서호수점,서울특별시 송파구 석촌호수로220 (석촌동) 102
10651,석촌중앙점,서울특별시 송파구 송파대로39길 11층 전체(석촌동)
10652,석촌카페점,"서울특별시 송파구 석촌호수로 1881층 102호(석촌동,신동아로쟌뷰)"
10653,선릉스타점,서울특별시 강남구 봉은사로50길 19제지하1층(역삼동)
10654,선릉오성점 B,서울특별시 강남구 선릉로510  (삼성동)
10655,선정고등학교점,서울특별시 은평구 서오릉로20길19  (갈현동) 선정고등학교 매점
10656,선화예고점,서울 광진구 능동25 선화예술중.고등학교매점
10657,성결대기념관점,서울특별시 마포구 마포대로 137KPX빌딩 8층
10658,성결대점,서울특별시 마포구 마포대로 137KPX빌딩 8층
10659,성내2호점,서울시 강동구 풍성로162
10660,성내본점,서울특별시 강동구 양재대로91길 771층(성내동)
10661,성내삼성점,서울특별시 강동구 성내로9길 351층 (성내동)
10662,성내시네마점,서울특별시 강동구 성내동 천호옛길88
10663,성내으뜸점,서울특별시 강동구 성안로3길 131층(성내동)
10664,성내파크프라자점,서울특별시 강동구 성내동양재대로89길 16 파크프라자104105호
10665,성대서문점,서울특별시 종로구 성균관로5길 291층(명륜3가)
10666,성대원룸점,서울특별시 종로구 명륜길 501층 (명륜3가)
10667,성대점 B,서울특별시 종로구 창경궁로 253-7(명륜2가)
10668,성동고점,서울 중구 신당동160-15 1층점포문방구옆서쪽부분
10669,성동마장점,서울 성동구 마장동815-9번지
10670,성동샤르망점,서울특별시 성동구 고산자로 284 성동샤르망1층 118호
10671,성동용답점,서울특별시 성동구 용답중앙13길17
10672,성동원룸점,서울특별시 성동구 사근동2길 2
10673,성동점,서울특별시 성동구 무학로10 1층
10674,성바오로병원점,서울특별시 동대문구 전농동왕산로 180 성바오로병원 1층
10675,성북고대원룸점,서울특별시 성북구 안암동5가인촌로27길 24-1
10676,성북구청후문점,서울특별시 성북구 보문로32길14  (삼선동5가)
10677,성북길음점,서울특별시 성북구 길음동동소문로 43길 1
10678,성북돈암초교점,서울특별시 성북구 동소문로15길 12지층전체
10679,성북동소문점,서울특별시 성북구 동소문로13가길 181층(1층 전체)(동소문동4가)
10680,성북동일하이빌점,"서울특별시 성북구 보문로38길11(동소문동5가, 돈암동일하이빌)"
10681,성북마을점,"서울특별시 성북구 성북로8길 18 ,1층(성북동)"
10682,성북문화점,서울특별시 성북구 성북로 441층(성북동)
10683,성북보문중앙점,서울특별시 성북구 보문로13다길 271층 (보문동6가)
10684,성북삼선교점,서울특별시 성북구 삼선교로11길 24(삼선동2가)
10685,성북성신점,서울특별시 성북구 동선동3가보문로34다길 31
10686,성북아리랑점,서울특별시 성북구 동선동5가146-3
10687,성북언덕점,서울특별시 성북구 동소문로32길 4지층(동선동3가)
10688,성북역점,서울특별시 노원구 광운로71 (월계동)
10689,성북장위점,서울시 성북구 장위동 화랑로35길 56 1층
10690,성북점,서울특별시 성북구 선잠로 16(성북동)
10691,성북정릉동아점,"서울특별시 성북구 서경로 31상가동 1층 106호(정릉동, 동아아파트)"
10692,성북정릉타운점,서울특별시 성북구 정릉동정릉로27길 41  1층
10693,성북한성대역점,서울특별시 성북구 성북로5길 2(성북동1가)
10694,성북한옥촌점,서울특별시 성북구 성북로14길 63(성북동)
10695,성북홍익점,서울특별시 성북구 성북로 66 농협성북동
10696,성수2가점,서울특별시 성동구 성덕정길 84
10697,성수공고점,서울특별시 성동구 성수동1가성덕정9길 15-10
10698,성수공단점,서울특별시 성동구 성수일로10길 13(성수동2가)
10699,성수본점,서울특별시 성동구 성수동2가아차산로11길 33
10700,성수삼환점,서울특별시 성동구 아차산로15길 52삼환 디지털 벤처타워 1층
10701,성수서울숲점,서울 성동구 성수동1가 서울숲2길29
10702,성수역점,서울특별시 성동구 성수동2가아차산로92 101호
10703,성수영동교점,서울 성동구 성덕정길145
10704,성수우리큐브점,"서울특별시 성동구 연무장11길 101층(성수동2가, 우리큐브)"
10705,성수으뜸점,서울 성동구 둘레15길19
10706,성수캐슬점,서울 성동구 성수동2가 성수일로12길44
10707,성신여대동선점,서울특별시 성북구 동소문로20가길38  (동선동1가)
10708,성신여대수정관점,서울특별시 성북구 돈암동보문로 34다길 2(성신여대수정관1층)
10709,성신여대정문점,서울특별시 성북구 보문로34나길 3 (동선동3가)
10710,성신코아루점,"서울특별시 성북구 동소문로 20나길 47,1층 101호,102호(코아루센타시아)"
10711,세곡리엔점,서울특별시 강남구 헌릉로590길 11103호
10712,세븐일레븐신정점,서울특별시 양천구 오목로215
10713,세븐포이3호점,서울특별시 강남구 논현로 12길19-9(개포동)
10714,세종대기숙사점,"서울특별시 광진구 군자로 121지하1층(군자동,세종대학교행복기숙사)"
10715,세종대로카페점,"서울특별시 중구 세종대로 76-11층, 2층(태평로2가)"
10716,세종로점,서울특별시 종로구 종로1길 41-1수송동
10717,소공점,서울시 중구 남대문로7길 11소공동
10718,송정로점,서울특별시 강서구 송정로 60(공항동)
10719,송파4호점,서울특별시 송파구 백제고분로27길41 (삼전동)
10720,송파가락본점,서울특별시 송파구 양재대로 62길31
10721,송파거여점,서울특별시 송파구 양산로8길5  (거여동)
10722,송파구청본점,서울특별시 송파구 방이동 올림픽로 32길33 (방이동)
10723,송파럭키점,서울시 송파구 백제고분로50길 29
10724,송파삼전점,서울특별시 송파구 백제고분로32길7 (삼전동)
10725,송파석촌점,서울특별시 송파구 백제고분로34길8 (석촌동)
10726,송파성내천점,서울특별시 송파구 문정로235  (오금동)
10727,송파역점,서울 송파구 송파대로38길2-9
10728,송파우리점,서울특별시 송파구 가락로153(송파동)
10729,송파은혜점,서울특별시 송파구 가락로120
10730,송파일신점,서울특별시 송파구 송파동194-4
10731,송파장지점,서울특별시 송파구 장지동844 송파파인타운 7단지 상가 103호
10732,송파점,서울특별시 송파구 송이로 18성지빌딩
10733,송파중앙점,서울특별시 송파구 잠실동231-4
10734,송파초교점,서울특별시 송파구 백제고분로44길 9송파동 132-16
10735,송파최고점,서울특별시 송파구 백제고분로45길 22송파동
10736,송파푸르지오시티점,서울특별시 송파구 문정동 새말로62 송파푸르지오시티 1층 108호
10737,송파희망점,서울특별시 송파구 백제고분로48길 81층(송파동)
10738,수락벽운점,"서울특별시 노원구 동일로250길 18107,108호"
10739,수서사이룩스점,서울특별시 강남구 광평로295 (수서동)
10740,수서역사1호점,서울특별시 강남구 광평로 지하 270수서역사 지하1층 맞이방층 (수서동)
10741,수서역사2호점,서울특별시 강남구 광평로 지하 270수서역사 지하2층 1번승강장 (수서동)
10742,수서역사3호점,서울특별시 강남구 광평로 지하 270수서역사 지하2층 3번승강장 (수서동)
10743,수서역사4호점,서울특별시 강남구 광평로 지하 270수서역사 지하2층 5번승강장(수서동)
10744,수서역사5호점,서울특별시 강남구 광평로 지하 270지하2층 맞이방 내 일부(승강장입구)(수서동)
10745,수서효성점,서울특별시 강남구 광평로281 (수서동)
10746,수유2호점,서울특별시 강북구 삼양로438 (수유동)
10747,수유3호점,서울특별시 강북구 삼각산로76 (수유동)
10748,수유래미안점,서울특별시 강북구 한천로159길8 수유삼성아파트 상가 가동 112호
10749,수유메인점,서울특별시 강북구 도봉로87길3 덕원빌딩 (수유동)
10750,수유벽산점,서울특별시 강북구 삼각산로140 진열빌딩 (수유동)
10751,수유본점,서울특별시 강북구 도봉로77길25 (수유동)
10752,수유북부시장점,서울특별시 강북구 한천로144길73 (수유동)
10753,수유빨래골점,서울특별시 강북구 삼양로73길 36(수유동)
10754,수유사거리점,서울특별시 강북구 수유로84 (수유동)
10755,수유사일구대로점,서울특별시 강북구 4.19로 101층(수유동)
10756,수유아라점,서울특별시 강북구 노해로95-1 (수유동)
10757,수유어울림공원점,"서울시 강북구 한천로143길 16, 1층"
10758,수유영준점,서울특별시 강북구 한천로131길13 (번동)
10759,수유으뜸점,서울특별시 강북구 도봉로282 (미아동)
10760,수유장미원점,서울특별시 강북구 삼양로474 (수유동)
10761,수유점,서울특별시 강북구 덕릉로75 (수유동)
10762,수유제네스타워점,"서울특별시 강북구 덕릉로82 (수유동, 제네스타워)"
10763,수유제일점 B,서울특별시 강북구 도봉로76길11 (미아동)
10764,수유중앙점,서울특별시 강북구 오패산로410 (번동)
10765,수유청수점,서울특별시 강북구 인수봉로55가길 1(수유동)
10766,수유테마점 B,서울특별시 강북구 도봉로388 테마빌딩 (번동)
10767,숙대사랑점,서울특별시 용산구 청파로47나길35 (청파동2가)
10768,숙대역점,서울특별시 용산구 한강대로283
10769,숙명여대점,서울특별시 용산구 청파로47길 100 숙명여대학생회관 109호
10770,순화점,서울특별시 중구 서소문로9길6
10771,숭실대정문점,서울특별시 동작구 상도로 372-41층(상도동)
10772,숭실대중앙점,서울특별시 동작구 상도로61길 431층
10773,숭인청계천점,서울 종로구 청계천로 383(숭인동)
10774,스타시티영존점,서울 광진구 화양동4-20 21스타시티영존 101
10775,시그니처2호점,"서울특별시 중구 소월로 312층(남창동, 롯데손해보험빌딩)"
10776,시립대본점,서울 동대문구 전농동서울시립대로 160
10777,시립대사랑점,서울특별시 동대문구 전농동전농로 233 2층
10778,시립대후문점,서울특별시 동대문구 망우로 18마길16 (휘경동)
10779,시흥월드점,서울특별시 금천구 독산로36길 45
10780,시흥초교점,서울특별시 금천구 독산로 86-1시흥동
10781,시흥IC점,서울특별시 금천구 독산동시흥대로 487
10782,신길2호점,서울특별시 영등포구 가마산로61길 19신길동
10783,신길래미안점,서울특별시 영등포구 가미산로79길 7삼성래미안아파트
10784,신길서진점,서울특별시 영등포구 신길로 169신길동
10785,신길정원점,"서울특별시 영등포구 신길로38길 12,1층102호(신길동, 정원쉐르빌)"
10786,신길행촌주유소점,서울특별시 영등포구 신길동도신로 130
10787,신내신아점,서울 중랑구 신내동666번지 신아타운105호
10788,신내우디안점,서울특별시 중랑구 신내동96-1 신내3지구 1단지 109-110
10789,신내제일점,서울 중랑구 신내동봉화산로 218 103
10790,신내참좋은점,서울특별시 중랑구 용마산로117길 8동광오뜨빌 1층
10791,신답점,서울특별시 동대문구 천호대로247  메트로팰리스
10792,신당2호점,서울 중구 다산로32 남산타운아파트 스포츠센터상가 B-101
10793,신당3호점,서울시 중구 청구로3다길12
10794,신당다산로점,"서울특별시 중구 다산로34길 23 ,1층(신당동)"
10795,신당본점,서울특별시 중구 무학동32-1
10796,신당아크로타워점,서울시 중구 퇴계로447(황학동) 120호
10797,신당예찬점,서울시 중구 퇴계로 88길47(신당동)
10798,신당오거리점,서울특별시 중구 신당동다산로42길 12
10799,신당점,서울시 중구 다산로 36길53
10800,신당청구점,서울특별시 중구 다산로33길 151층
10801,신대방문창점,서울특별시 동작구 신대방2길70  (신대방동)
10802,신대방삼거리점,서울특별시 동작구 보라매로113  (대방동)
10803,신대방스타점 B,서울 관악구 신림동518-1
10804,신대방점,서울특별시 동작구 보라매로 911층(신대방동)
10805,신대방행복점,서울특별시 관악구 신사로 116-1 한양빌딩1층
10806,신도림미래사랑점,서울특별시 구로구 경인로 661신도림1차 푸르지오아파트
10807,신도림미림점,서울특별시 구로구 신도림로 201층 105호(신도림동)
10808,신도림점,서울특별시 구로구 신도림로 11길 38신도림동
10809,신도림코리아점,서울특별시 구로구 경인로 610 코리아빌딩1층 102-1호
10810,신도림태영점,서울특별시 구로구 새말로 89구로동
10811,신림2호점,서울 관악구 신림동406-37
10812,신림가야점,서울 관악구 신림동신림로66길 47  101
10813,신림고시촌점,서울특별시 관악구 신림로23길 34(신림동)
10814,신림녹두점,서울특별시 관악구 신림로 97가동
10815,신림대학점,서울특별시 관악구 신림로108 (신림동)
10816,신림라이프점,서울 관악구 신림동746-1 외 3필지 1층상가
10817,신림문화점,서울특별시 관악구 신림동길 151층
10818,신림법원단지점,서울특별시 관악구 법원단지10길 2 (신림동)
10819,신림법학원점,서울특별시 관악구 신림로 77
10820,신림역점 B,서울 관악구 신림동1641-12
10821,신림점,서울 관악구 신림동487-4
10822,신림점 B,서울특별시 관악구 호암로24길 6벽송빌딩
10823,신림지영점,서울특별시 관악구 관천로 91 트윈타워1층
10824,신림패션점,서울특별시 관악구 신림로 3731층(신림동)
10825,신림한양점,서울특별시 관악구 관천로 137(신림동)
10826,신림허브그린점,서울특별시 관악구 신림로 344신림동
10827,신방화역점,"서울특별시 강서구 방화대로 319 길성아파트상가 8, 9호"
10828,신사4호점,서울특별시 강남구 도산대로15길7 (신사동)
10829,신사5호점,서울특별시 강남구 강남대로162길45 (신사동)
10830,신사가로수점,서울특별시 강남구 압구정로 114 신사빌딩1층
10831,신사대로점,"서울특별시 강남구 도산대로 157지상1층(신사동, 신웅타워2)"
10832,신사로데오점,서울특별시 강남구 언주로172길 151층(신사동)
10833,신사본점,서울특별시 강남구 도산대로 124 대영빌딩1층
10834,신사시장점,서울특별시 관악구 남부순환로153길35 (신림동)
10835,신사중앙점,서울 은평구 신사동증산로23길 15
10836,신사한나래점,서울특별시 강남구 논현로 159길10 (신사동)
10837,신사한남점,서울특별시 강남구 강남대로632 (신사동) 106호
10838,신설2호점,서울시 동대문구 천호대로7-10(신설동)
10839,신설3호점,서울시 동대문구 한빛로6(신설동)
10840,신설동역점,서울 종로구 보문로 3(숭인동)
10841,신설중앙점,서울시 동대문구 왕산로 2길19(신설동)
10842,신수클리닉점,서울특별시 마포구 서강로106 신촌크리닉존 102호
10843,신수프라다점,서울시 마포구 백범로70 (신수동)
10844,신용산점,서울특별시 용산구 한강로2가한강대로40길 5
10845,신월2호점,서울특별시 양천구 오목로19
10846,신월3호점,서울특별시 양천구 신월로150
10847,신월동방점,서울특별시 양천구 신월로224
10848,신월메디힐점,서울특별시 양천구 화곡로4길17 (창미빌딩 1층)
10849,신월미주점,서울특별시 양천구 신월동월정로 47길 A동 103호(신월동미주팰리스)
10850,신월사거리점,서울특별시 양천구 남부순환로354 (신월동)
10851,신월시장점,서울특별시 양천구 남부순환로40길 491층
10852,신월지양로점,서울특별시 양천구 지양로 63(신월동)
10853,신월하나점,서울특별시 양천구 남부순환로66길 17(신월동)
10854,신정2점,서울특별시 양천구 신정동신월로 321 동은빌딩 1층 2호
10855,신정3호점,서울특별시 양천구 신정중앙로62
10856,신정교점,서울특별시 양천구 신목로38엘도라도빌딩 101
10857,신정남부점,서울특별시 양천구 오목로50길 241층
10858,신정로점,서울특별시 양천구 목동로19길 111층(신정동)
10859,신정백암점,서울특별시 양천구 신정로13길 22
10860,신정봄날점,서울특별시 양천구 신목로6길 34
10861,신정신서점,서울특별시 양천구 은행정로 491층(신정동)
10862,신정아크로빌점,"서울특별시 양천구 목동서로397 (신정동, 대림아크로빌) B동 115호"
10863,신정역점,서울특별시 양천구 오목로151
10864,신정오목점,서울 양천구 오목로154(신정동)
10865,신정은행길점,서울특별시 양천구 은행정로7길 10
10866,신정이스타빌점,서울특별시 양천구 목동서로 377이스타빌3차아파트A동 102호
10867,신정이펜하우스점,서울특별시 양천구 신정동신정이펜하우스4단지상가동 104호
10868,신정제일점,서울 양천구 신정동973-1
10869,신정중앙점,서울특별시 양천구 신정중앙로23길 101층(신정동)
10870,신정타운점,서울특별시 양천구 목동동로50 신시가지12단지아파트
10871,신제기점,"서울시 동대문구 왕산로 19나길3(제기동, 태종빌딩)"
10872,신천본점,서울특별시 송파구 백제고분로 9길30 (잠실동)
10873,신천역점,서울특별시 송파구 백제고분로7길 571층 101호(잠실동)
10874,신천제일점,서울특별시 송파구 백제고분로7길 42-251층일부
10875,신촌3호점,서울특별시 서대문구 연세로5다길22-3
10876,신촌대현점,서울특별시 서대문구 이화여대1길42-14
10877,신촌명물점,서울특별시 서대문구 명물길37 1층
10878,신촌연세2호점,서울특별시 서대문구 연세로9길 34-1(창천동)
10879,신촌연세점,서울특별시 서대문구 연세로7안길31
10880,신촌제일점,서울특별시 서대문구 신촌로11길15
10881,신촌중앙점,서울특별시 서대문구 신촌역로27
10882,신촌창천점,서울특별시 서대문구 연세로4길 411층(창천동)
10883,신촌행촌주유소점,서울특별시 서대문구 대신동성산로 490
10884,신촌현대2호점,서울특별시 서대문구 연세로5길32
10885,신촌현대점,서울특별시 서대문구 연세로5가길4
10886,쌍문2호점,서울특별시 도봉구 도봉로109길46 (쌍문동)
10887,쌍문3호점,서울특별시 도봉구 도봉로 137길21 (쌍문동)
10888,쌍문대로점,서울특별시 도봉구 도봉로489 (쌍문동)
10889,쌍문선덕점,"서울특별시 도봉구 시루봉로57 (쌍문동, 쌍문동파라다이스빌)"
10890,쌍문소피아점,서울특별시 도봉구 노해로246 (쌍문동)
10891,쌍문아트점,서울특별시 도봉구 쌍문동도봉로 127길 15 1층
10892,쌍문안길점,서울특별시 도봉구 도봉로113길7 (쌍문동)
10893,쌍문역점,서울특별시 도봉구 도봉로468 (창동)
10894,쌍문우이천점,서울특별시 도봉구 쌍문동우이천로 288 1층
10895,쌍문점,서울특별시 도봉구 삼양로542 (쌍문동)
10896,쌍문중앙점,서울 도봉구 쌍문동우이천로32길 49
10897,쌍문참사랑길점,서울특별시 도봉구 노해로41길10 (쌍문동)
10898,쌍문한일병원점,서울특별시 도봉구 우이천로308 (쌍문동)
10899,아벤트리종로점,"서울특별시 종로구 우정국로 46견지동, 아벤트리호텔종로점)"
10900,아시아미디어점,"서울특별시 중구 충무로 291층 102,103호(초동,아시아미디어타워)"
10901,아현점 B,서울특별시 마포구 마포대로213-1 (아현동)
10902,아현푸르지오점,서울특별시 마포구 아현동마포래미안푸르지오단지내상가 1-111
10903,안암로타리점,서울특별시 동대문구 무학로 202(제기동)
10904,암사베네스트점,서울특별시 강동구 고덕로 541층 2호(암사동)
10905,암사역점,서울특별시 강동구 올림픽로93길9 (암사동)
10906,암사중앙점,서울특별시 강동구 고덕로24길 30(암사동)
10907,암사현대점,서울특별시 강동구 상암로5길 49 (암사동)
10908,암사희망점,서울특별시 강동구 암사길 251층
10909,압구정11호점,서울특별시 강남구 압구정로18길5 (신사동)
10910,압구정12호점,서울특별시 강남구 선릉로 157길31 (신사동)
10911,압구정2점 B,서울특별시 강남구 압구정로28길28 (신사동)
10912,압구정8호점,서울특별시 강남구 언주로 167길21 (신사동)
10913,압구정로데오점,서울특별시 강남구 압구정로344 (신사동)
10914,압구정본점,서울특별시 강남구 논현로157길 261층 101호(신사동)
10915,압구정칼릭스점,"서울특별시 강남구 논현로 164길38 (신사동, 칼릭스빌)"
10916,약수시장점,서울특별시 중구 다산로8길 20외 5필지 1층(신당동)
10917,약수역점,서울특별시 중구 동호로 1931층(신당동)
10918,양재10호점,서울특별시 서초구 바우뫼로27길12  (양재동)
10919,양재11호점,서울 서초구 양재천로 21길28 (양재동)
10920,양재12호점,서울특별시 서초구 논현로19길15  (양재동)
10921,양재4호점,서울특별시 서초구 매헌로42  (양재동)
10922,양재6호점,서울특별시 서초구 강남대로6길84 (양재동)
10923,양재7호점,서울 서초구 마방로12 (양재동)
10924,양재경원점,"서울특별시 서초구 양재천로11길 33 경원빌딩1층(양재동, 경원빌딩)"
10925,양재구룡점,서울특별시 서초구 양재동논현로11길 10 1층
10926,양재근린공원점,"서울특별시 서초구 언남길 35, 1층 102호(양재동, 윤공순빌딩)"
10927,양재매헌점,서울특별시 서초구 언남12길1  (양재동)
10928,양재바우뫼로점,서울특별시 서초구 강남대로30길 461층(양재동)
10929,양재빌리지점 B,서울특별시 서초구 동산로6길11  (양재동)
10930,양재삼호점,서울특별시 서초구 논현로17길4  (양재동)
10931,양재시장점,서울특별시 서초구 남부순환로356길 15110(양재동)
10932,양재씨티점,"서울특별시 서초구 동산로2길 50 양재동 가보빌딩(양재동, 가보빌딩)"
10933,양재역점,서울특별시 서초구 남부순환로 지하2585  (서초동)
10934,양재이스타빌점,"서울특별시 서초구 논현로 151, 1층 102호(양재동, 도곡이스타빌오피스텔)"
10935,양재점,서울특별시 서초구 동산로12길4  (양재동)
10936,양재LG전자점,서울특별시 서초구 매헌로1길26  (양재동)
10937,양천신월점,서울특별시 양천구 월정로101 (신월동)
10938,양천오목교역점,서울 양천구 오목로 54길7(목동)
10939,양천향교역점,서울특별시 강서구 양천로49길 341층 2-103호(가양동)
10940,양평로리점,"서울특별시 영등포구 영등포로33,1층 105호(양평동2가,목동비즈타워)"
10941,양평롯데길점,서울 영등포구 양평로17길 9양평동4가
10942,양평롯데점,서울 영등포구 양평로19길 12양평동4가
10943,양평미소점,서울특별시 영등포구 양산로3길 91층
10944,양평우림점,서울특별시 영등포구 양평로 149양평동5가
10945,양평이엔씨타워점,서울특별시 영등포구 선유로 146양평동3가
10946,양평점,서울 영등포구 양평로20길 5양평동
10947,어린이대공원역점,서울 광진구 모진동227번지 KCC파크타운 1층 108호
10948,어린이회관점,서울특별시 광진구 화양동광나루로 448 씨티파크오피스텔2층
10949,여의1호점,서울특별시 영등포구 국제금융로7길 22여의도동
10950,여의3호점,서울특별시 영등포구 국회대로74길 20여의도동
10951,여의금강점,서울특별시 영등포구 국회대로70길 22여의도동
10952,여의대산점,서울특별시 영등포구 국회대로70길 12여의도동
10953,여의도메리어트호텔점,서울 영등포구 여의대로 8영등포동
10954,여의도미래에셋대우점,서울특별시 영등포구 국제금융로 56여의도동
10955,여의도성모병원점,서울시 영등포구 63로10(여의도동)
10956,여의백상점 B,서울특별시 영등포구 국제금융로6길 30여의도동
10957,여의아일렉스점,"서울특별시 영등포구 의사당대로 108상가 제1층 109호(여의도동, 아일렉스)"
10958,여의역점,서울특별시 영등포구 국제금융로2길 37여의도동
10959,여의점,서울특별시 영등포구 여의서로 43여의도동
10960,여의중앙점,서울특별시 영등포구 여의도동44-21 중앙빌딩 1층 12호13호
10961,여의진주점,서울특별시 영등포구 국제금융로 1101층 코너 일부(여의도동)
10962,여의홍우점,서울특별시 영등포구 여의도동43-3 홍우빌딩103호
10963,역말사거리점,"서울특별시 은평구 역말로 49역촌동,파발리안 102호"
10964,역삼10호점,서울특별시 강남구 테헤란로19길10 (역삼동)
10965,역삼11호점,서울특별시 강남구 논현로546 (역삼동)
10966,역삼13호점,"서울특별시 강남구 논현로565 (역삼동, 휴먼터치빌)"
10967,역삼14호점,서울특별시 강남구 논현로 105길53 (역삼동)
10968,역삼15호점,서울특별시 강남구 강남대로62길18(역삼동)
10969,역삼17호점,서울특별시 강남구 논현로76길10  (역삼동)
10970,역삼18호점,서울특별시 강남구 도곡로37길14(역삼동)
10971,역삼22호점,서울특별시 강남구 언주로71길9(역삼동)
10972,역삼5호점,서울특별시 강남구 역삼로151  (역삼동)
10973,역삼8호점,서울특별시 강남구 강남대로102길11  (역삼동)
10974,역삼개나리점,"서울특별시 강남구 역삼로306(역삼동, 개나리래미안 상가 1동 108호)"
10975,역삼래미안점 B,서울특별시 강남구 언주로314  (역삼동)
10976,역삼명랑점 B,서울특별시 강남구 논현로425  (역삼동)
10977,역삼발렌타인점,서울 강남구 역삼동832-10
10978,역삼보브점,서울특별시 봉은사로 114114 (역삼동)
10979,역삼본점,서울특별시 강남구 테헤란로 57길32 (역삼동)
10980,역삼세브란스점,"서울특별시 강남구 논현로64길 331층 3,4호(역삼동)"
10981,역삼언주로점,서울특별시 강남구 언주로85길 241층 (역삼동)
10982,역삼영화점,서울특별시 강남구 역삼로19길 26(역삼동)
10983,역삼우일점,서울특별시 강남구 봉은사로44길 39지하1층(역삼동)
10984,역삼은석점,서울특별시 강남구 언주로79길 33(역삼동)
10985,역삼은탑점 B,서울특별시 강남구 테헤란로14길5  (역삼동)
10986,역삼진선점,"서울특별시 강남구 선릉로85길 81층 102호(역삼동, 유화빌딩)"
10987,역삼창조점 B,서울특별시 강남구 논현로85길13(역삼동)
10988,역삼충현점 B,서울특별시 강남구 논현로94길23  (역삼동)
10989,역삼코넬점,서울특별시 강남구 언주로 93길28-8(역삼동) 코넬빌딩 1층
10990,역삼타운점 B,서울특별시 강남구 강남대로84길28  (역삼동)
10991,역삼특허점,서울특별시 강남구 테헤란로8길 46(역삼동)
10992,역삼프레스티점,서울특별시 강남구 강남대로78길12  (역삼동)
10993,역삼하이츠점,서울특별시 강남구 테헤란로25길 6-91층(역삼동)
10994,역삼한서점,서울특별시 강남구 테헤란로 38길11(역삼동)
10995,역삼한은점,서울특별시 강남구 테헤란로 2041층(역삼동)
10996,역삼해피점,서울특별시 강남구 언주로 107길29 (역삼동)
10997,역삼GFC점,서울 강남구 역삼동 테헤란로152 비2층 강남파이낸스센터
10998,역삼MG스타점,서울특별시 강남구 테헤란로 3351층(역삼동)
10999,역촌미랜드점,"서울특별시 은평구 진흥로1길 11역촌동, 미랜드아파트"
11000,역촌연서로점,서울특별시 은평구 연서로 551층(역촌동)
11001,역촌점,서울특별시 은평구 연서로 34
11002,역촌중앙점,서울특별시 은평구 연서로10길 231층(역촌동)
11003,역촌진흥로점,서울시 은평구 진흥로 93-1역촌동
11004,연남숲길점,서울특별시 마포구 성미산로23길 16-5B101호(연남동)
11005,연대서문점,서울특별시 서대문구 연희로10길 62
11006,연대연희점,서울특별시 서대문구 연희동187-3 1층
11007,연대제일점,서울특별시 서대문구 성산로 380(연희동)
11008,연신갈현점,서울특별시 은평구 연서로27길 25 대건빌딩1층(갈현동)
11009,연신내3호점,서울특별시 은평구 연서로29길 24갈현동
11010,연신내동명점,서울특별시 은평구 통일로73길 51층(대조동)
11011,연신내본점 B,서울특별시 은평구 통일로 863-11갈현동
11012,연신내불광점,서울특별시 은평구 통일로82길 471층
11013,연신내점,서울특별시 은평구 통일로 822불광동
11014,연신내행복점,서울특별시 은평구 통일로 80길 9불광동
11015,염리2호점,서울시 마포구 독막로291 (염리동)
11016,염창삼성점,서울 강서구 양천로658
11017,염창점,서울 강서구 양천로677
11018,염창중앙점,서울 강서구 양천로69길11 (염창동)
11019,영동점,서울특별시 서초구 강남대로521-4 태영빌딩
11020,영등포2호점,서울특별시 영등포구 영중로4길 9-4영등포동3가
11021,영등포3호점,서울특별시 영등포구 영중로 134-1영등포동8가
11022,영등포4호점,서울 영등포구 도신로29사길 1영등포동
11023,영등포6호점,서울특별시 영등포구 영등포로 252영등포동3가
11024,영등포구청본점,서울 영등포구 당산동3가 242 1층
11025,영등포도림동점,서울특별시 영등포구 도영로 191층 106호(도림동)
11026,영등포메인점,서울특별시 영등포구 경인로 869-1영등포동3가
11027,영등포본점,서울특별시 영등포구 영중로 12에쉐르 쇼핑몰
11028,영등포성애점,서울 영등포구 여의대방로 53길 22영등포동
11029,영등포시장점,서울특별시 영등포구 영등포로 236-1영등포동3가
11030,영등포아크로타워점,"서울특별시 영등포구 국회대로54길 10상가6동 3호(영등포동7가, 아크로타워스퀘어)"
11031,영등포아트자이점,"서울특별시 영등포구 도영로 66상가동 113호, 114호 (영등포아트자이아파트)"
11032,영등포역사점,서울특별시 영등포구 경인로 846롯데백화점 영등포점
