loc1,loc2,name,location
경기,안산시,GS25사동제일점,경기 안산시 상록구 이화2길21(사1동 1263-6)
경기,안산시,GS25사동중앙점,경기 안산시 상록구 영화3길11 (사동 1478-8)
경기,안산시,GS25사동타운점,"경기 안산시 상록구 항가울로11-1, 1층 (사동 1431-5)"
경기,안산시,GS25사동푸른점,"경기 안산시 상록구 용하공원로7, 104,105호 (사동 1537, 푸른마을주공4단지아파트)"
경기,안산시,GS25사동행복점,"경기 안산시 상록구 항호길45, 1층 (사동 1384-1)"
경남,창원시,GS25사림미래점,경남 창원시 의창구 사림로57번길4-2(사림동 114-1)
서울,중구,GS25사보이호텔점,"서울 중구 명동8나길10, 1층 본관A-104(충무로1가 23-1, 사보이호텔)"
강원,정선군,GS25사북산수빌점,"강원 정선군 사북읍 소금강로3535, 104호(사북리 452-46, 산수빌아파트)"
강원,정선군,GS25사북선명점,"강원 정선군 사북읍 파랑새길28, 상가 101~2호(사북리 300-3, 선명아파트)"
강원,정선군,GS25사북스카이점,강원 정선군 사북읍 사북1길39 (사북리 356-27)
강원,정선군,GS25사북아리랑점,강원 정선군 사북읍 사북중앙로13 (사북리 366-142)
강원,정선군,GS25사북중앙점,강원 정선군 사북읍 지장천로699(사북리 307-37)
부산,사상구,GS25사상감전점,부산 사상구 낙동대로910 (감전동 502-1)
부산,사상구,GS25사상경동점,"부산 사상구 백양대로526, 802동 B104호 (주례동, 상가)"
부산,사상구,GS25사상공주점,"부산 사상구 광장로102, 1층 (괘법동 549-11)"
부산,사상구,GS25사상광장점,부산 사상구 광장로88(괘법동 548-1)
부산,사상구,GS25사상구청점,부산 사상구 학감대로260(감전동 136-15)
부산,사상구,GS25사상낙동점,부산 사상구 사상로211번길51(괘법동 532-15)
부산,사상구,GS25사상대동점,"부산 사상구 대동로242 (학장동 258-10, 오성식당)"
부산,사상구,GS25사상모라점,부산 사상구 사상로531번길12 (모라동 280-11)
부산,사상구,GS25사상문화점,"부산 사상구 광장로20번길13(괘법동 565-15, 삼익빌딩)"
경기,김포시,GS25사우중앙점,"경기 김포시 봉화로37, 1호, 2호 전체 (사우동 225-21)"
경기,김포시,GS25사우현대점,"경기 김포시 사우로12, 상가동 10호 (사우동 911, 풍년마을현대아파트)"
경남,창원시,GS25사이언스파크점,경남 창원시 의창구 팔용동 210-10
대전,중구,GS25사정샛뜸점,"대전 중구 대둔산로350번길6 (사정동 439-14, 샛뜸마을아파트)"
대전,중구,GS25사정중앙점,대전 중구 대둔산로316번길17(사정동 387-14)
부산,동래구,GS25사직금강점,"부산 동래구 석사북로51, 1층 (온천동 1260-39)"
부산,동래구,GS25사직대로점,부산 동래구 아시아드대로188 (사직3동 58-22)
부산,동래구,GS25사직드림점,부산 동래구 아시아드대로231번길52 (온천동 1236-19)
부산,동래구,GS25사직보라점,부산 동래구 미남로102(온천3동 1464-1)
부산,동래구,GS25사직삼익점,부산 동래구 석사로17번길47 (사직1동 17-4)
부산,동래구,GS25사직삼정점,"부산 동래구 사직로8, 301동 103호 (사직동 1039, 사직역삼정그린코아더베스트1차)"
부산,동래구,GS25사직희망점,부산 동래구 사직동 아시아드대로154번길 88
충북,청주시,GS25사창사거리점,"충북 청주시 서원구 사직대로109, 102호 (사창동 148-7)"
충북,청주시,GS25사창원룸점,충북 청주시 서원구 사직대로99번길32 (사창동 141-1)
충북,청주시,GS25사창중앙점,충북 청주시 서원구 예체로129번길29 (사창동 246-1)
경남,사천시,GS25사천OK점,경남 사천시 벌리2길11 (벌리동 59-29)
경남,사천시,GS25사천공단점,경남 사천시 사남면 방지로67(방지리 701)
충북,청주시,GS25사천남광점,"충북 청주시 청원구 율봉로9, 앞 상가 (사천동 456-34, 남광하우스토리아파트)"
경남,사천시,GS25사천남일대점,경남 사천시 남일로185 (향촌동 815-30)
경남,사천시,GS25사천드림점,경남 사천시 벌용길82 (벌리동 22-12)
경남,사천시,GS25사천미소점,경남 사천시 문선5길1 (벌리동 450-1)
경남,사천시,GS25사천바다점,"경남 사천시 목섬길60(서금동 143-14, 돌바위횟집)"
경남,사천시,GS25사천벌리점,경남 사천시 벌리9길23(벌리동 252-11)
경남,사천시,GS25사천벌리주공,경남 사천시 삼상로127 (벌리동 369)
경남,사천시,GS25사천선구점,경남 사천시 중앙로7-10(선구동 58-16)
경남,사천시,GS25사천선인점,"경남 사천시 사천읍 동문로76, 105호(선인리 644-13, 우성피스빌4차)"
경남,사천시,GS25사천송림점,"경남 사천시 벌리6길29, B동 114호 (벌리동 123, 송림프라자타운)"
경남,사천시,GS25사천송보점,"경남 사천시 정동면 여옥길36, 상가동 -1 (풍정리 520, 송보파인빌)"
경남,사천시,GS25사천스타점,경남 사천시 사천읍 읍내1길93 (수석리 251-4)
경남,사천시,GS25사천엘크루점,경남 사천시 사남면 조동길38 (월성리 548-6)
경남,사천시,GS25사천위드필점,"경남 사천시 사남면 공단1로82, 1층 101호 (유천리 888, 위드필스퀘어)"
경남,사천시,GS25사천유리안점,"경남 사천시 숲뫼길114-5 (향촌동 919-6, 향촌호신유리안)"
경남,사천시,GS25사천유진점,경남 사천시 정동면 정동중앙로5 (고읍리 439-7)
경남,사천시,GS25사천일등점,경남 사천시 사천읍 선인길27(선인리 301-6)
경남,사천시,GS25사천점,"경남 사천시 사천읍 진삼로1455-1(수석리 281-5, GS25시)"
경남,사천시,GS25사천정동고읍점,"경남 사천시 정동면 진삼로1382-14, 102동 101호 (고읍리 601-25, 토산아델리움1단지)"
경남,사천시,GS25사천정동점,경남 사천시 정동면 동계길28 (고읍리 548-20)
경남,사천시,GS25사천정의드림점,경남 사천시 사천읍 구암두문로40 (정의리 48-3)
경남,사천시,GS25사천중앙점,"경남 사천시 사천읍 평화1길32(평화리 152-1, GS25)"
경남,사천시,GS25사천카이점,"경남 사천시 사천읍 항공로111 (사주리 460-1, 대방빌리지)"
경남,사천시,GS25사천터미널점,경남 사천시 사천읍 옥산로120 (선인리 314-8)
경남,사천시,GS25사천한주점,"경남 사천시 사남면 진삼로1279-3, 301동 101호 (월성리 12-7, 한주슈퍼)"
경남,사천시,GS25사천해피점,"경남 사천시 남일로35(동금동 69-13, 유림약국)"
경남,사천시,GS25사천행복점,"경남 사천시 사천읍 수양로15, 1층(평화리 176-8)"
경남,사천시,GS25사천행운점,경남 사천시 사남면 진삼로1111 (죽천리 16-12)
경남,사천시,GS25사천향촌점,경남 사천시 남일로117 (향촌동 1010-5)
경남,사천시,GS25사천희망점,경남 사천시 사천읍 진삼로1379(사주리 90-15)
경남,창원시,GS25사파대로점,경남 창원시 사파동 성산구 창이대로707번길 2
경남,창원시,GS25사파법무점,경남 창원시 성산구 동산로220번길20(사파동 126-23)
부산,사하구,GS25사하구평점,부산 사하구 감천항로187(구평동 217)
부산,사하구,GS25사하당리점,부산 사하구 낙동대로436번길48 (당리동 313-1)
부산,사하구,GS25사하베스트점,부산 사하구 낙동대로422 (당리동 316-21)
부산,사하구,GS25사하신평점,"부산 사하구 장평로303, 1층(신평1동 165-3)"
부산,사하구,GS25사하장평점,부산 사하구 장평로17(장림2동 521-2)
부산,사하구,GS25사하중앙점,부산 사하구 감천로55 (감천동 648-6)
대구,북구,GS25산격점,대구 북구 대학로131(산격3동 1279-7)
대구,북구,GS25산격주공점,대구 북구 연암로139(산격1동 799-2)
인천,부평구,GS25산곡뉴서울점,"인천 부평구 부흥로123번길36, 101호 (산곡동 264-1, 뉴서울2차아파트)"
인천,부평구,GS25산곡대진점,인천 부평구 원길로12(청천2동 236)
인천,부평구,GS25산곡믿음점,"인천 부평구 마장로264번길33, 상가 101호(산곡2동 255-1, 뉴서울아파트1차)"
인천,부평구,GS25산곡영아점,"인천 부평구 마장로383, 1층일부 (산곡1동 2-10, 정진빌딩)"
인천,부평구,GS25산곡월드점,"인천 부평구 마장로272번길50, B동 101호 (산곡동 391-2, 예향스포츠센타)"
인천,부평구,GS25산곡현대점,"인천 부평구 화랑남로7, 1층(산곡3동 311-37)"
충북,청주시,GS25산남계룡점,"충북 청주시 서원구 산남로21, 상가동 101호 (산남동 1102, 계룡리슈빌아파트)"
충북,청주시,GS25산남법원점,"충북 청주시 흥덕구 산남로60, 109호(산남동 656, RS타워)"
충북,청주시,GS25산남부영점,충북 청주시 흥덕구 산미로131 (산남동 1094)
충북,청주시,GS25산남빌리지점,충북 청주시 서원구 두꺼비로20번길35 (산남동 894)
충북,청주시,GS25산남주공점,"충북 청주시 서원구 매봉로84, 1층 1,2호 (수곡동 340, 주공아파트제상가동)"
충북,청주시,GS25산남행복점,충북 청주시 서원구 산남로24번길18-2 (산남동 448)
경기,파주시,GS25산내빌리지점,경기 파주시 산내로104번길10 (목동동 981)
경기,파주시,GS25산내신우점,"경기 파주시 청암로17번길31, 110호 (목동동 933-1)"
경기,파주시,GS25산내현대점,"경기 파주시 청암로17번길33, 110호 (목동동 933)"
경기,파주시,GS25산내혜인점,"경기 파주시 교하로79, 106호 (목동동 947-1, 혜인프라자)"
경북,구미시,GS25산동원룸점,경북 구미시 산동면 산호대로41길14-39 (봉산리 381-13)
경기,고양시,GS25산들점,경기 고양시 일산서구 고양대로724-8(일산2동 525-21)
제주,서귀포시,GS25산방산온천점,제주 서귀포시 안덕면 사계북로41번길184 (사계리 983-1)
경기,군포시,GS25산본거성점,"경기 군포시 산본로323번길26-18, 105호(광정동 1139-3, 거성프라자105,6호)"
경기,군포시,GS25산본경원점,경기 군포시 산본로329(광정동 1126)
경기,군포시,GS25산본대림점,"경기 군포시 산본로390, 105,106호(광정동 1099-4, 대림타운)"
경기,군포시,GS25산본삼성점,경기 군포시 금산로72번길6 (산본동 225-1)
경기,군포시,GS25산본스타점,경기 군포시 고산로724번길22(산본1동 80-5)
경기,군포시,GS25산본우정점,"경기 군포시 산본로323번길20-25, 102호(광정동 1138)"
경기,군포시,GS25산본주몽점,"경기 군포시 광정로120, 상가 101호(광정동 1120-6, 주공아파트)"
경기,군포시,GS25산본중앙점,"경기 군포시 산본로323번길16-14, 104호 (산본동 1134, 센타빌딩)"
경기,군포시,GS25산본충무점,"경기 군포시 번영로502, 207호(재궁동 874-1, 역사상가)"
경기,군포시,GS25산본타운점,"경기 군포시 고산로695, 103,104호(산본2동 1060, 산본타운빌딩)"
전북,군산시,GS25산북중앙점,전북 군산시 동아로19(산북동 3602-9)
전북,군산시,GS25산북타운점,"전북 군산시 칠성안4길39, 상가 104호 (산북동 3637, 산북4차부향하나로아파트)"
전북,군산시,GS25산북하나점,전북 군산시 칠성로121-2 (산북동 3559-18)
대전,중구,GS25산성네거리점,"대전 중구 대둔산로385, 102호(산성동 121-26, 로벨리아)"
경기,성남시,GS25산성빌리지점,"경기 성남시 수정구 희망로534번길43, 1층 (산성동 1208)"
대전,중구,GS25산성스타점,대전 중구 산성동우성아파트제1차상가동101호
대전,중구,GS25산성초록점,"대전 중구 대둔산로364번길29, 1층 (산성동 274-20)"
광주,동구,GS25산수희망점,광주 동구 필문대로191번길15 (산수동 517-26)
경남,통영시,GS25산양일주로점,"경남 통영시 미수로35, 2층 (미수동 626-12)"
전남,목포시,GS25산정사랑점,전남 목포시 자유로53(산정동 1080-85)
광주,광산구,GS25산정태양점,광주 광산구 산정동 산정공원로59번길 42
전남,목포시,GS25산정하이츠점,전남 목포시 양을로41번길21 (산정동 1786-2)
경기,포천시,GS25산정호수점,경기 포천시 영북면산정리 186-5번지 다동 1층
경기,포천시,GS25산정호수하동점,"경기 포천시 영북면 산정호수로373, 제가동호 (산정리 508)"
서울,용산구,GS25산천리버힐점,"서울 용산구 효창원로17, 102103호 (산천동 193, 리버힐삼성아파트)"
경남,산청군,GS25산청대명점,경남 산청군 산청읍 덕계로15 (산청리 187-1)
경남,산청군,GS25산청스마일점,경남 산청군 산청읍 웅석봉로27 (옥산리 160-1)
경남,산청군,GS25산청신안점,경남 산청군 신안면 원지강변로61번길31(하정리 924-20)
경남,창원시,GS25산호대로점,경남 창원시 마산합포구 산호동 합포로 250
경남,창원시,GS25산호베스티움점,"경남 창원시 마산합포구 회원천북길491, 상가 104,105호 (산호동 417)"
경남,창원시,GS25산호중앙점,"경남 창원시 마산합포구 합포로222, 103호(산호동 307-1, 한효빌딩)"
서울,강북구,GS25삼각산SK점,"서울 강북구 삼양로19길157, 상가 201호,202호 (삼각산동 1353, 에스케이북한산시티아파트)"
광주,북구,GS25삼각원룸점,광주 북구 송해로8 (삼각동 820-1)
서울,용산구,GS25삼각지점,서울 용산구 한강대로48길17-5(한강로2가 88)
경남,김해시,GS25삼계부영6차점,"경남 김해시 김해대로1864, 상가동 101호, 102호 (삼계동 1435, 화정마을6단지부영아파트)"
경남,김해시,GS25삼계부영점,"경남 김해시 삼계로250, 상가동 112호 (삼계동 1428-2, 분성마을2단지부영아파트)"
경남,김해시,GS25삼계부전점,"경남 김해시 해반천로144번길36, 101호(삼계동 1487-4, 다이너스티빌딩)"
경남,김해시,GS25삼계사거리점,경남 김해시 삼계로13(삼계동 1500-7)
경남,김해시,GS25삼계중앙점,경남 김해시 해반천로144번길35-19(삼계동 1478-8)
경남,김해시,GS25삼계타운점,경남 김해시 가야로181번길17(삼계동 1483-7)
경남,김해시,GS25삼계푸른점,경남 김해시 삼계동분성마을5단지푸르지오아파트 상가동 112-2호
충남,서산시,GS25삼길포항점,충남 서산시 대산읍 삼길포1로32(화곡리 35-4)
대구,중구,GS25삼덕청아람점,대구 중구 동덕로30길45 (동인동4가 251)
제주,제주시,GS25삼도관덕점,"제주 제주시 관덕로2길15, 상도이동 (삼도이동 907-12)"
부산,사상구,GS25삼락공원점,부산 사상구 낙동대로1228 (삼락동 419-24)
경남,밀양시,GS25삼랑진IC점,경남 밀양시 삼랑진읍 외송1길50 (송지리 420-8)
전북,완주군,GS25삼례IC점,전북 완주군 삼례읍 삼봉로145(신금리 800-13)
경남,김해시,GS25삼문예가점,경남 김해시 삼문로59번길3 (삼문동 572-12)
경남,김해시,GS25삼문주공점,"경남 김해시 능동로76, 101호(삼문동 61-3, 젤미마을주공아파트)"
경남,김해시,GS25삼방스마일점,경남 김해시 활천로267번길40(삼방동 186-1)
부산,동래구,GS25삼보동래점,부산 동래구 충렬대로51 (온천동 1352-1)
충남,당진시,GS25삼봉베스트점,"충남 당진시 석문면 대호로1604, 1층 (삼봉리 821-16, 다모아슈퍼)"
울산,남구,GS25삼산JK점,울산 남구 정동로80번길24 (삼산동 225-4)
울산,남구,GS25삼산골드점,울산 남구 왕생로66번길13-1 (달동 1353-5)
울산,남구,GS25삼산그랜드점,울산 남구 남중로96 (삼산동 190-12)
인천,부평구,GS25삼산금성점,"인천 부평구 길주로647번길4, 108호 (삼산2동 461-1, 프리엘림)"
울산,남구,GS25삼산미소점,울산 남구 화합로240(삼산동 1536-1)
인천,부평구,GS25삼산블루밍점,인천 부평구 후정동로13(삼산1동 202)
울산,남구,GS25삼산세민점,울산 남구 왕생로152 (삼산동 1506-1)
울산,남구,GS25삼산아데라움점,"울산 남구 돋질로377번길10, 1층 (삼산동 181-1)"
울산,남구,GS25삼산우성점,울산 남구 삼산중로131(삼산동 1472-15)
울산,남구,GS25삼산원룸점,울산 남구 꽃대나리로109 (삼산동 1604-10)
울산,남구,GS25삼산제일점,울산 남구 삼산로254번길12(달동 1259-8)
인천,부평구,GS25삼산주공점,"인천 부평구 영성동로18번길19 (삼산1동 512, 삼산3휴먼시아상가101호)"
울산,남구,GS25삼산창보점,"울산 남구 번영로250번길24, 101호(삼산동 1483-1)"
울산,남구,GS25삼산청구점,울산 남구 돋질로422(삼산동 192-1)
인천,부평구,GS25삼산학원점,"인천 부평구 체육관로34, 1층 101호 (삼산동 459-3, 삼산동이리옴프라자II)"
울산,남구,GS25삼산현대점,울산 남구 삼산중로74번길6(삼산동 1522-1)
서울,성북구,GS25삼선센터점,"서울 성북구 보문로189, 1층 (삼선동4가 343, 우리은행)"
서울,성북구,GS25삼선푸르지오점,"서울 성북구 보문로29다길7, 상가 104호(삼선동3가 115-1, 대우푸르지오)"
경기,화성시,GS25삼성DSR점,"경기 화성시 삼성1로5길5 (석우동 3-1, RD스테이션110호)"
서울,서초구,GS25삼성RND점,"서울 서초구 성촌1길6, 1층 (우면동 687-2, 성촌빌딩)"
경기,수원시,GS25삼성SDS점,경기 수원시 영통구 삼성로168번길15 (매탄3동 436-47)
서울,강남구,GS25삼성그린점,"서울 강남구 삼성로107길31, 1층 (삼성동 123-4)"
경기,수원시,GS25삼성글로벌점,"경기 수원시 영통구 삼성로168번길100, 1층 101호 (매탄동 383-11)"
경남,거제시,GS25삼성기숙사점,경남 거제시 장평동1115-7번지
서울,강남구,GS25삼성메디슨점,서울 강남구 대치동1000-10번지
서울,강남구,GS25삼성복숭아점,서울 강남구 봉은사로452(삼성2동 114-13)
서울,강남구,GS25삼성본점,"서울 강남구 삼성로111길7, 1층 (삼성동 51-3, 현대빌딩)"
서울,강남구,GS25삼성봉은점,서울 강남구 봉은사로71길6 (삼성2동 49-4)
서울,관악구,GS25삼성산주공점,"서울 관악구 호암로399, 상가 B105호 (신림동 1714, 삼성산주공아파트3단지)"
서울,강남구,GS25삼성선릉점,서울 강남구 삼성로95길15(삼성2동 144)
서울,강남구,GS25삼성스타점,"서울 강남구 테헤란로77길11-16, 1층 (삼성동 143-14)"
서울,강남구,GS25삼성스테이트점,"서울 강남구 삼성로115길18, 1층 (삼성동 24-25)"
서울,강남구,GS25삼성승리점,서울 강남구 테헤란로63길17 (삼성동 140-35)
서울,강남구,GS25삼성아트점,"서울 강남구 테헤란로107길11, 1층 (삼성동 169-10, 지상)"
경기,수원시,GS25삼성애니콜점,경기 수원시 영통구 신원로173-1(신동 384-33)
서울,강남구,GS25삼성언주점,서울 강남구 선릉로120길8(삼성2동 34-10)
서울,강남구,GS25삼성에이스점,"서울 강남구 영동대로640, 103호(삼성1동 87, 아이파크)"
서울,강남구,GS25삼성역점,"서울 강남구 영동대로510, 1층(삼성1동 168)"
서울,강남구,GS25삼성영진점,"서울 강남구 테헤란로87길37, 1층 (삼성1동 153-63, 영진빌딩)"
경기,수원시,GS25삼성올리브점,"경기 수원시 영통구 삼성로168번길42, 101호(매탄3동 413-4)"
서울,강남구,GS25삼성으뜸점,"서울 강남구 선릉로116길8, 1층(삼성2동 35-20)"
서울,강남구,GS25삼성제일점,"서울 강남구 봉은사로82길16, 1층 (삼성1동 145-29, 삼성동스카이빌)"
경남,거제시,GS25삼성중공업점,경남 거제시 장평3로7길29 (장평동 346-31)
서울,강남구,GS25삼성중앙점,"서울 강남구 삼성로107길9, 1층 (삼성동 121-23)"
서울,강남구,GS25삼성진우점,"서울 강남구 봉은사로112길18, 1층 (삼성동 165-10)"
서울,강남구,GS25삼성캐슬점,"서울 강남구 봉은사로57길67, 102호(삼성2동 10-21)"
서울,강남구,GS25삼성터미널점,"서울 강남구 테헤란로81길26, 101호(삼성1동 157-10)"
경기,수원시,GS25삼성티아라점,"경기 수원시 영통구 삼성로245, 1층 101호 (매탄동 361-8)"
서울,강남구,GS25삼성한울점,서울 강남구 삼성로119길37 (삼성동 26-17)
경기,고양시,GS25삼송18단지점,"경기 고양시 덕양구 덕수천1로37, 상가동 109호 (삼송동 332, LH고양삼송18단지아파트)"
경기,고양시,GS25삼송그린점,"경기 고양시 덕양구 동산2로15, 101호 (동산동 351-1)"
경기,고양시,GS25삼송로얄점,"경기 고양시 덕양구 세솔로104, 1층 일부 (삼송동 302-1)"
경기,고양시,GS25삼송스위트점,"경기 고양시 덕양구 신원1로93, 1층 (신원동 667, 삼송주유소)"
경기,고양시,GS25삼송스타점,"경기 고양시 덕양구 세솔로25, 단지내상가 103,104호 (동산동 365, 동산마을22단지호반베르디움)"
경기,고양시,GS25삼송신원점,"경기 고양시 덕양구 신원로2길2, 1층 (신원동 649-1)"
경기,고양시,GS25삼송아이파크점,"경기 고양시 덕양구 세솔로76, 103호 (삼송동 313-7)"
경기,고양시,GS25삼송역점,경기 고양시 덕양구 삼송로191 (삼송동 24-35)
경기,고양시,GS25삼송유창점,"경기 고양시 덕양구 통일로345, 102,103호 (신원동 618)"
경기,고양시,GS25삼송중앙점,"경기 고양시 덕양구 동세로88 (삼송동 324-1, OK세솔프라자)"
경기,고양시,GS25삼송타운점,"경기 고양시 덕양구 서삼릉1길74, 102호,103호 (원흥동 655-5)"
경기,고양시,GS25삼송행복점,"경기 고양시 덕양구 원흥1로25, 103,104호 (원흥동 615, 고양삼송엘에이치원흥마을11단지)"
경기,양주시,GS25삼숭자이점,"경기 양주시 삼숭로58번길111, 상가 105호(삼숭동 688, 지에스자이)"
서울,강북구,GS25삼양사거리역,"서울 강북구 삼양로201, 1층 3호,4호 (미아동 745-100)"
제주,제주시,GS25삼양해변점,제주 제주시 선사로8길16 (삼양일동 1638-10)
경기,남양주시,GS25삼육대학교점,"경기 남양주시 불암로41-160, 1층 3호 ,4호 (별내동 558-29)"
서울,동대문구,GS25삼육병원점,서울 동대문구 망우로16길11-15(휘경2동 276-3)
부산,서구,GS25삼육부산병원점,부산 서구 대티로170 (서대신동2가 382)
서울,종로구,GS25삼일로점,서울 종로구 삼일대로390-1(관철동 5-14)
서울,송파구,GS25삼전공원점,"서울 송파구 백제고분로232, 1층 102호 (삼전동 49-4, 남양빌딩)"
서울,송파구,GS25삼전나루점,"서울 송파구 백제고분로21길34, 1층(삼전동 16)"
서울,송파구,GS25삼전배명점,"서울 송파구 삼학사로81, 1층(삼전동 131-5)"
서울,송파구,GS25삼전백제점,"서울 송파구 삼학사로13길13, 1층(삼전동 120)"
서울,송파구,GS25삼전중앙점,"서울 송파구 삼전로4길17-1, 1층(삼전동 34-13)"
서울,송파구,GS25삼전프라자점,"서울 송파구 삼전로8길10, 102호(삼전동 8-9)"
서울,송파구,GS25삼전학교점,"서울 송파구 백제고분로28길41, 1층 코너(삼전동 69-13)"
서울,송파구,GS25삼전호수점,서울 송파구 삼학사로95(삼전동 130-6)
서울,송파구,GS25삼전희망점,서울 송파구 백제고분로27길11(삼전동 99-11)
충북,청주시,GS25삼정백조점,"충북 청주시 흥덕구 1순환로513번길33, 1동 101호 (신봉동 310, 상가)"
경기,부천시,GS25삼정본점,경기 부천시 신흥로365번길29 (내동 57)
경남,김해시,GS25삼정스마트점,경남 김해시 김해대로2529번길23(삼정동 653-16)
경기,부천시,GS25삼정타운점,"경기 부천시 석천로356번길30, 1층 (삼정동 283-10)"
강원,삼척시,GS25삼척강원대점,강원 삼척시 언장1길68(교동 520-2)
강원,삼척시,GS25삼척건지점,"강원 삼척시 엑스포로176, 104호 (건지동 174, 주공아파트상가)"
강원,삼척시,GS25삼척남양점,"강원 삼척시 진주로24, 101호(남양동 34-18)"
강원,삼척시,GS25삼척남화산점,강원 삼척시 원덕읍 삼척로1224 (임원리 430-4)
강원,삼척시,GS25삼척대성점,"강원 삼척시 중앙시장길48-29, 105~106호(남양동 55-23)"
강원,삼척시,GS25삼척동부점,"강원 삼척시 동해대로4273 (교동 501-5, 동부상가102)"
강원,삼척시,GS25삼척리첼점,"강원 삼척시 마달길215 (마달동 산34-4, 삼척마달세영리첼아파트)"
강원,삼척시,GS25삼척사랑점,강원 삼척시 사대길38 (남양동 12-1)
강원,삼척시,GS25삼척사직로점,강원 삼척시 사직로16 (남양동 352-3)
강원,삼척시,GS25삼척센트럴점,"강원 삼척시 대학로49-9 (당저동 131-4, 라벤다모텔)"
강원,삼척시,GS25삼척에이스점,"강원 삼척시 정상로73 (교동 762, 훌랄라참숯바베규치킨)"
강원,삼척시,GS25삼척옥원점,강원 삼척시 원덕읍옥원리 31-4번지
강원,삼척시,GS25삼척임원점,강원 삼척시 원덕읍 임원중앙로34(임원리 143)
강원,삼척시,GS25삼척장호항점,강원 삼척시 근덕면 삼척로2095 (장호리 191-1)
강원,삼척시,GS25삼척중앙점,강원 삼척시 남산길9(남양동 160-15)
강원,삼척시,GS25삼척터미널점,"강원 삼척시 봉황로9-22 (남양동 341, 삼척종합버스터미널)"
강원,삼척시,GS25삼척항점,"강원 삼척시 새천년도로84, 1층 GS25삼척항점 (정하동 41-47)"
강원,삼척시,GS25삼척해변점,강원 삼척시 새천년도로523(교동 413-2)
강원,삼척시,GS25삼척호산점,"강원 삼척시 원덕읍 삼척로428, 1층 101호, 102호, 2층 201호 (호산리 234, 호산타워)"
전북,전주시,GS25삼천그린점,전북 전주시 완산구 거마서로27(삼천동1가 658-10)
전북,전주시,GS25삼천스타점,전북 전주시 완산구 효자천변1길26-19 (효자동1가 667-12)
전북,전주시,GS25삼천주민센터점,전북 전주시 완산구 삼천천변2길39 (삼천동1가 287-17)
경남,사천시,GS25삼천포공고점,"경남 사천시 문선6길38 (벌리동 431-6, 고성슈퍼)"
전북,전주시,GS25삼천호반점,"전북 전주시 완산구 삼천천변3길22, 상가동 1층 109호 (삼천동1가 286-10, 호반리젠시빌아파트)"
서울,종로구,GS25삼청제일점,서울 종로구 삼청로108(삼청동 71)
울산,남구,GS25삼호강변점,울산 남구 어은로27(무거동 1160-6)
경남,양산시,GS25삼호동부점,경남 양산시 연호14길15(삼호동 191-12)
울산,남구,GS25삼호벚내점,울산 남구 삼호로57번길10(무거동 1172-1)
경남,양산시,GS25삼호원룸점,"경남 양산시 삼호동부1길5(삼호동 810-16, 한국이엔지)"
전남,영암군,GS25삼호주공점,전남 영암군 삼호읍 삼호중앙로215(용앙리 213-5)
제주,제주시,GS25삼화LH점,제주 제주시 화삼로110 (도련이동 550)
서울,노원구,GS25상계1단지점,"서울 노원구 덕릉로459-37, 112,113호 (상계6.7동 767-5, 상계주공1단지아파트상가)"
서울,노원구,GS25상계2단지점,"서울 노원구 동일로1355 (상계6.7동 746-5, 상계주공아파트2단지상가아파트상가(201동상가)103호)"
서울,노원구,GS25상계4단지점,"서울 노원구 동일로214길21, 상가동 101호 (상계동 751-1, 상계주공4단지아파트)"
서울,노원구,GS25상계6단지점,"서울 노원구 노원로421, , 상계주공아파트6단지 제마상가동 110, 111,112호 (상계동 720-7)"
서울,노원구,GS25상계9단지점,"서울 노원구 노원로540, 상계주공아파트 9단지상가 112호,113호 (상계동 670-2)"
서울,노원구,GS25상계계상점,서울 노원구 한글비석로47길28 (상계동 456-99)
서울,노원구,GS25상계동일점,"서울 노원구 동일로227길43, 101호,102호 (상계8동 652-1, 평강교회)"
서울,노원구,GS25상계두산점,"서울 노원구 동일로243길29, 1층(상계1동 1139-2)"
서울,노원구,GS25상계반디점,"서울 노원구 상계동463 외1필지상계신동아아파트상가 101호, 102호"
서울,노원구,GS25상계보람점,"서울 노원구 한글비석로474, 상가 111호 (상계9동 639-1, 보람)"
서울,노원구,GS25상계본점,서울 노원구 덕릉로130길1 (상계3.4동 71-49)
서울,노원구,GS25상계센터점,"서울 노원구 동일로230가길33, 1층 101호 (상계동 1019-24)"
서울,노원구,GS25상계역점,서울 노원구 한글비석로24길63(상계5동 155-13)
서울,노원구,GS25상계우리점,서울 노원구 한글비석로46길72 (상계동 135-14)
서울,노원구,GS25상계으뜸점,"서울 노원구 노원로28길73, 1층 (상계동 183, 성지빌딩)"
서울,노원구,GS25상계제일점,"서울 노원구 동일로228길23, 101, 102, 103호 (상계동 626, 주공14단지상가)"
서울,노원구,GS25상계주공점,"서울 노원구 동일로217가길39, 1층 1호 (상계동 735-2)"
서울,노원구,GS25상계초교점,"서울 노원구 상계로9길23, 103106호 (상계2동 397-4, 사용빌딩)"
서울,노원구,GS25상계크로바점,"서울 노원구 상계동상계주공2단지제다상가동 1층 105호,108호,109호,110호,119호"
서울,노원구,GS25상계타운점,"서울 노원구 동일로231길72, 104호(상계1동 1068, 중앙하이츠아파트)"
서울,노원구,GS25상계하이츠점,"서울 노원구 노원로32길19, 1층(상계2동 321-12)"
서울,노원구,GS25상계현대점,서울 노원구 동일로237길46 (상계동 1048-6)
