loc1,loc2,name,location
경기,부천시,GS252테크노파크점,"경기 부천시 오정구 석천로345, 300동 114호(삼정동 365)"
강원,양양군,GS2538선휴게소점,"강원 양양군 현북면 동해대로1242, 38선휴게소 (잔교리 41-10, 38휴게소)"
서울,양천구,GS25CBS점,"서울 양천구 목동서로159-1 (목1동 917-1, CBS방송국1층)"
서울,마포구,GS25DDMC점,"서울 마포구 매봉산로75, 1층 107호 (상암동 1610)"
서울,중구,GS25DDP점,서울 중구 을지로281 (을지로7가 2-1)
서울,서대문구,GS25DMC가재울점,서울 서대문구 남가좌동124-1번지 DMC파크뷰자이 203동 101호
충북,청주시,GS25GS상당점,충북 청주시 상당구 호미로165번길64 (용암동 2682)
전남,여수시,GS25GS칼텍스점,전남 여수시 여수산단로918(적량동 1320)
인천,강화군,GS25G강화가나안점,인천 강화군 화도면 해안남로2351 (장화리 1106-2)
서울,강동구,GS25G고덕점,서울 강동구 고덕로39 (암사3동 441-14)
서울,영등포구,GS25G국회대로점,서울 영등포구 국회대로746 (여의도동 17-2)
대구,달서구,GS25G대구대림공단점,대구 달서구 달서대로403 (호림동 482-2)
대전,대덕구,GS25G대전갑천점,대전 대덕구 아리랑로55번길187 (신대동 426)
대전,대덕구,GS25G대전톨게이트점,대전 대덕구 동서대로1762 (비래동 557-6)
대전,서구,GS25G둔산우리점,대전 서구 청사로224 (둔산2동 916)
전남,목포시,GS25G목포합동점,전남 목포시 영산로696 (석현동 489-2)
서울,서초구,GS25G서초연일점,"서울 서초구 남부순환로2451 (서초1동 1426-13, 연일주유소)"
세종,세종로1328,GS25G세종로점,세종 세종로1328 (아름동 816)
경기,시흥시,GS25G시화공단점,"경기 시흥시 공단1대로256, 102호(정왕1동 1367-2, 시화공단3다)"
경기,시흥시,GS25G시흥하우로점,"경기 시흥시 하우로26-1, GS칼텍스 하우고개주유소 내 1층 (대야동 57-5)"
충남,천안시,GS25G신방우리네점,"충남 천안시 동남구 서부대로235 (신방동 49-25, 우리네주유소)"
서울,서초구,GS25G신사남서울점,"서울 서초구 나루터로83 (잠원동 13-6, 남서울주유소)"
서울,영등포구,GS25G여의도점,"서울 영등포구 은행로64, GS칼텍스內편의점(여의도동 10-1)"
인천,중구,GS25G오토피아점,인천 중구 축항대로291번길10 (신흥동3가 33-35)
대전,유성구,GS25G유성온천,대전 유성구 도안대로583 (봉명동 554-6)
인천,부평구,GS25G일신동양점,인천 부평구 경인로1130 (일신동 109-12)
경기,시흥시,GS25G정왕IC점,경기 시흥시 서해안로590(정왕동 1112-2)
전남,순천시,GS25G조례연향점,전남 순천시 이수로307 (조례동 1720-5)
경남,창원시,GS25G창원관문점,경남 창원시 성산구 공단로22 (신촌동 19-1)
강원,춘천시,GS25G춘천푸른강산점,강원 춘천시 춘천로22 (퇴계동 1187)
경기,파주시,GS25G파주조인점,경기 파주시 창곡동길27 (야동동 151-12)
대구,수성구,GS25G황금캐슬점,대구 수성구 청수로172 (지산동 932)
광주,남구,GS25HR아팰리스점,"광주 남구 제석로104, 201동 102호 (봉선동 1095)"
충남,예산군,GS25KNU산과대점,"충남 예산군 예산읍 대학로54 (대회리 1, 학생회관)"
경북,구미시,GS25LGD구미A1점,"경북 구미시 3공단2로209 (진평동 642-3, LG디스플레이1공장)"
경북,구미시,GS25LGD구미A2점,"경북 구미시 3공단2로235, 지하1층 (진평동 642)"
경북,구미시,GS25LGD구미복지동점,"경북 구미시 3공단2로174, 1층 (시미동 163, 복지동)"
경북,칠곡군,GS25LGD나래원점,"경북 칠곡군 석적읍 동중리9길13, LG디스플레이 나래원 기숙사 복지관동 1층 (중리 224-1)"
경기,파주시,GS25LGD파주A1동점,"경기 파주시 월롱면 엘지로245, A1동 2층 (덕은리 1239)"
경기,파주시,GS25LGD파주R&D점,"경기 파주시 월롱면 엘지로245, RD동 15층 (덕은리 1239)"
경기,파주시,GS25LGD파주러닝센터점,경기 파주시 월롱면 엘씨디로139 (덕은리 1264)
경기,파주시,GS25LG기숙사점,경기 파주시 월롱면 엘씨디로241번길8-15(덕은리 1248-1)
서울,강서구,GS25LG사이언스파크점,"서울 강서구 마곡중앙10로10, 지하1층 (마곡동 770, 엘지사이언스파크)"
경기,평택시,GS25LG생산기술원점,"경기 평택시 진위면 엘지로222(청호리 19-1, LG디지털파크)"
경기,평택시,GS25LG연구동점,"경기 평택시 진위면 엘지로222, (R1동(연구동)) (청호리 19-1, 엘지전자(주))"
서울,용산구,GS25LG유플러스용산점,"서울 용산구 한강대로32, 지하1층 (한강로3가 65-228, 엘지유플러스)"
경기,파주시,GS25LG이노텍3점,경기 파주시 문산읍 월롱산단2길19(내포리 1636-4)
경기,이천시,GS25LG인화원점,"경기 이천시 마장면 지산로167-72, 1층 일부 (해월리 165-1)"
경북,구미시,GS25LG전자구미1점,경북 구미시 산호대로77(공단2동 299)
경북,구미시,GS25LG전자구미3점,경북 구미시 산호대로77 (공단동 299)
경북,구미시,GS25LG전자기숙사점,경북 구미시 산호대로77(공단2동 299)
경남,창원시,GS25LG전자창원1점,경남 창원시 성산구 성산패총로170 (가음정동 391-2)
서울,마포구,GS25LIG합정점,"서울 마포구 양화로19, 101호 (합정동 471, 지하1층)"
경기,안양시,GS25LS엠트론점,경기 안양시 동안구 엘에스로116번길39(호계1동 555-16)
경기,성남시,GS25NC소프트점,"경기 성남시 분당구 대왕판교로644번길12, 지하1층 (삼평동 668, (주)엔씨소프트판교RD센터)"
서울,강북구,GS25R강북4점,"서울 강북구 도봉로302, 4층 (번동 449-6, 한국마사회강북지점)"
서울,강북구,GS25R강북6점,"서울 강북구 도봉로302, 6층 (번동 449-6, 한국마사회강북지점)"
대구,달성군,GS25R대구3점,대구 달성군 가창면 가창로175길6 (냉천리 27-17)
대전,서구,GS25R대전5점,대전 서구 월평중로21 (월평동 519)
서울,도봉구,GS25R도봉8점,"서울 도봉구 노해로67길14, 8층 일부 (창동 8, 한국마사회창동지점)"
경남,김해시,GS25R부경2,"경남 김해시 가락대로929-1, 2층 (수가동 1333)"
부산,강서구,GS25R부경3점,부산 강서구 가락대로929 (범방동 1833)
경남,김해시,GS25R부경4점,"경남 김해시 가락대로929-1, 4층 (수가동 1333)"
부산,동구,GS25R부산동구2점,"부산 동구 자성로134 (범일2동 825-3, 눌원빌딩)"
부산,동구,GS25R부산동구3점,"부산 동구 자성로134 (범일2동 825-3, 눌원빌딩)"
부산,연제구,GS25R부산연제4점,"부산 연제구 월드컵대로164번길26, 4층 (연산동 1127-1, 장연빌딩)"
서울,강남구,GS25R서울강남4점,"서울 강남구 도산대로529, 4층 (청담동 125-17, KRA프라자)"
경기,과천시,GS25R서울구남2점,"경기 과천시 경마공원대로107, 구관람대 2층 (주암동 685, 한국마사회)"
경기,과천시,GS25R서울구남4점,경기 과천시 주암동렛츠런파크서울 해피빌 구관 4층 남단
경기,과천시,GS25R서울구북3점,"경기 과천시 경마공원대로107, 렛츠런파크서울 해피빌 3층 북단 (주암동 685)"
경기,과천시,GS25R서울구북4점,경기 과천시 주암동렛츠런파크서울 해피빌 구관 4층 북단
경기,과천시,GS25R서울박물관점,경기 과천시 경마공원대로107 (주암동 685)
경기,과천시,GS25R서울신북1점,"경기 과천시 경마공원대로107, 1층 (주암동 685, 신림관대)"
경기,과천시,GS25R서울신북2점,"경기 과천시 경마공원대로107, 신관람대 2층 (주암동 685, 한국마사회)"
경기,과천시,GS25R서울신북3점,"경기 과천시 경마공원대로107 (주암동 685, 신관람대3층북단)"
경기,과천시,GS25R서울신북4점,"경기 과천시 경마공원대로107 (주암동 685, 신관람대4층북단)"
경기,과천시,GS25R서울신중3점,"경기 과천시 경마공원대로107 (주암동 685, 신관람대3층 중앙)"
경기,의정부시,GS25R의정부4점,"경기 의정부시 시민로45, 4층 (가능동 754-21, 안산빌딩)"
경기,의정부시,GS25R의정부5점,"경기 의정부시 시민로45, 5층 (가능동 754-21, 안산빌딩)"
경기,고양시,GS25R일산마사4층점,"경기 고양시 일산동구 중앙로1275번길60-19, 4층 일부 (장항동 756-4)"
경기,고양시,GS25R일산마사5층점,"경기 고양시 일산동구 중앙로1275번길60-19, 5층 일부 (장항동 756-4)"
경기,고양시,GS25R일산마사6층점,"경기 고양시 일산동구 중앙로1275번길60-19, 6층 일부 (장항동 756-4, 로데오 메탈릭타워 II)"
경남,창원시,GS25R창원3점,"경남 창원시 성산구 중앙대로33 (중앙동 101-2, 대흥인터빌)"
경남,창원시,GS25R창원4점,"경남 창원시 성산구 중앙대로33 (중앙동 101-2, 대흥인터빌)"
충남,천안시,GS25R천안2점,"충남 천안시 서북구 성정두정로62, 2층 (두정동 1394, 희망빌딩)"
서울,성북구,GS25S6고려대역점,"서울 성북구 종암로지하 1, 6호선 고려대역 지하철역사 (종암동 29-18)"
서울,마포구,GS25S6공덕역점,"서울 마포구 백범로지하 200, 지하1층 (공덕동 439, 공덕역)"
서울,마포구,GS25S6광흥창역점,"서울 마포구 독막로지하 165, 6호 호선 광흥창역 (창전동 145-17)"
서울,은평구,GS25S6구산역점,"서울 은평구 연서로지하 137-1, 6호선 구산역 지하1층 1001호 (구산동)"
서울,용산구,GS25S6녹사평역점,"서울 용산구 녹사평대로지하 195, 지하 (용산동4가 4)"
서울,마포구,GS25S6대흥역점,"서울 마포구 대흥로지하 85, 6호 호선 대흥역 (대흥동 128-1)"
서울,은평구,GS25S6독바위역점,"서울 은평구 불광로지하 129-1, 6호 호선 독바위역 (불광동 13-33)"
서울,성북구,GS25S6돌곶이역점,"서울 성북구 화랑로지하 243, 지하철 역사 (석관동 349-8, 6호선)"
서울,종로구,GS25S6동묘앞역점,서울 종로구 지봉로지하 24 (숭인동 316-3)
서울,마포구,GS25S6마포구청역점,"서울 마포구 월드컵로지하 190, 6호 호선 마포구청역 (성산동 592)"
서울,마포구,GS25S6망원역점,"서울 마포구 월드컵로지하 77, 6호 호선 망원역 (망원동 378)"
서울,성북구,GS25S6보문역점,"서울 성북구 보문로지하 116 (보문동1가 127-1, 6호선 보문역역사)"
서울,중랑구,GS25S6봉화산역점,"서울 중랑구 신내동643-3번지 , 6호선 지하철 역사 내"
서울,은평구,GS25S6불광역점,"서울 은평구 통일로지하 723-1, 6호선 불광역 지하2층 2002호 (대조동 14-1)"
서울,용산구,GS25S6삼각지역점,"서울 용산구 한강대로지하 185, 지하3층 (한강로1가 228-1, 6호선 삼각지역)"
서울,마포구,GS25S6상수역점,"서울 마포구 독막로지하 85, 6호 호선 상수역 (상수동 309-10)"
서울,은평구,GS25S6상암DMC역2점,서울 은평구 증산동223-27번지 6호선 DMC역 지하1층
서울,성북구,GS25S6상월곡역점,"서울 성북구 화랑로지하 157, 지하철 6호선 상월곡역 역사 내 (상월곡동 26-1)"
서울,은평구,GS25S6새절역점,"서울 은평구 증산로지하 400, 6호 호선 새절역 (신사동 337-5)"
서울,노원구,GS25S6석계역점,서울 노원구 월계동25-4 지하철 역사 내
서울,중구,GS25S6신당역점,서울 중구 다산로지하 260 (흥인동 162-1)
서울,성북구,GS25S6안암역점,"서울 성북구 인촌로지하 89, 6호선 지하철 역사 내 (안암동5가 146-1)"
서울,중구,GS25S6약수역점,서울 중구 다산로지하 115 (신당동 369-2)
서울,은평구,GS25S6역촌역점,"서울 은평구 서오릉로지하 63, 6호선 역촌역 지하1층 1001호 (녹번동 144-69)"
서울,은평구,GS25S6연신내역점,"서울 은평구 통일로지하 849, 6호선 연신내역 지하1층 1001호 (갈현동)"
서울,성북구,GS25S6월곡역점,"서울 성북구 월곡로지하 107, 6호선 월곡역 역사 (하월곡동 35-1)"
서울,마포구,GS25S6월드컵경기장역점,서울 마포구 성산동지하240
서울,은평구,GS25S6응암역점,"서울 은평구 증산로지하 477, 지하2층 2001호(6호선 응암역) (역촌동 85-41)"
서울,용산구,GS25S6이태원역점,"서울 용산구 이태원로지하 177, 이태원역 B1 1001호 (이태원동 119-23)"
서울,은평구,GS25S6증산역점,"서울 은평구 증산로지하 306, 6호선 증산역 지하1층 1001호 (증산동 199-8)"
서울,종로구,GS25S6창신역점,서울 종로구 지봉로지하 112 (창신동 20-8)
서울,용산구,GS25S6한강진역점,"서울 용산구 이태원로지하 287, 지하1층 (한남동 726-494, 6호선 한강진역)"
서울,마포구,GS25S6합정역점,"서울 마포구 양화로지하 45, 6호선 지하1층 편의점 (합정동)"
서울,노원구,GS25S6화랑대역점,"서울 노원구 화랑로지하 510, 지하철 역사 내 (공릉동 285-2)"
서울,용산구,GS25S6효창공원앞역점,"서울 용산구 백범로지하 287, 6호선 효창공원앞역 지하1층 (효창동)"
서울,송파구,GS25S8가락시장역점,"서울 송파구 송파대로지하 257, 8호선 지하철 역사 (가락동 184-23)"
서울,강동구,GS25S8강동구청역점,"서울 강동구 올림픽로지하 550, 8호선 지하철 역사 내 (성내동)"
경기,성남시,GS25S8남한산성입구역점,"경기 성남시 수정구 산성대로지하 445, 8호선 지하철 역사 내 (단대동)"
경기,성남시,GS25S8단대오거리역점,경기 성남시 수정구 신흥동2458 8호선 지하철 역사 내부
경기,성남시,GS25S8모란역점,"경기 성남시 수정구 산성대로95, 8호선 모란역 역사 내 (수진동)"
서울,송파구,GS25S8몽촌토성역점,"서울 송파구 올림픽로지하 383, 신천동 8호선 지하철 역사 (신천동 19)"
서울,송파구,GS25S8문정역점,서울 송파구 장지동56번지 8호선 지하철 역사 내부
서울,송파구,GS25S8복정역점,서울 송파구 장지동600 8호선지하철역사 내
경기,성남시,GS25S8산성역점,"경기 성남시 수정구 수정로지하 365, 8호선 산성역 역사 내 (신흥동)"
서울,송파구,GS25S8석촌역점,"서울 송파구 송파대로지하 439, 8호선 지하철 역사 (석촌동 209)"
서울,송파구,GS25S8송파역점,"서울 송파구 송파대로지하 354, (8호선 지하철 역사내) (가락동 459-4)"
경기,성남시,GS25S8수진역점,"경기 성남시 수정구 산성대로203, 8호선 수진역 역사 내 (수진동)"
경기,성남시,GS25S8신흥역점,"경기 성남시 수정구 산성대로지하 204-2, 8호선 신흥역 역사 내 (신흥동)"
서울,강동구,GS25S8암사역점,"서울 강동구 올림픽로지하 776, 지하철 8호선 암사역 역사 내 (암사동 501)"
서울,송파구,GS25S8장지역점,서울 송파구 송파대로지하 82 (장지동 201-5)
서울,강남구,GS25S9봉은사역점,"서울 강남구 봉은사로지하 601, , 9호선봉은사역 내 (삼성동 111-8)"
서울,강남구,GS25S9삼성중앙역점,서울 강남구 봉은사로지하 501 (삼성동 111-147)
서울,강남구,GS25S9언주역점,"서울 강남구 봉은사로지하 201, 지하 1층 926-1호 (논현동 279-165, 9호선 언주역)"
서울,송파구,GS25S9종합운동장역점,"서울 송파구 올림픽로지하 23, 9호선 종합운동장역 역사 (잠실동 122)"
울산,울주군,GS25SDI점,울산 울주군 삼남면 반구대로158(방기리 59-20)
서울,금천구,GS25S가산디지털단지역점,서울 금천구 가산동462-2번지 가산디지털단지역
서울,강남구,GS25S강남구청역점,서울 강남구 삼성동1 7호선강남구청역내
서울,강남구,GS25S강남역1호점,"서울 강남구 강남대로390, 지하1층 9호 (역삼동 825, 미진프라자)"
서울,강남구,GS25S강남역2호점,"서울 강남구 강남대로390, B3층 38호 (역삼동 825)"
서울,강남구,GS25S강남역3호점,"서울 강남구 강남대로390, 지하3층 (역삼동 825, 신분당선)"
서울,광진구,GS25S건대입구역점,"서울 광진구 화양동6-3 B3,X22-23"
부산,남구,GS25S경성부경대역점,부산 남구 수영로지하 324 (대연동 77)
서울,서초구,GS25S고속터미널역점,서울 서초구 반포동19-3 7호선고속버스터미널
서울,노원구,GS25S공릉역점,"서울 노원구 동일로지하 1074, 내 (공릉동 385-4, 7호선공릉역)"
경기,수원시,GS25S광교역점,경기 수원시 영통구 이의동742번지 신분당선 광교역
경기,수원시,GS25S광교중앙역점,경기 수원시 영통구 도청로지하 45 (이의동 177-18)
경기,광명시,GS25S광명사거리역점,경기 광명시 광명동158번지 광명사거리역내
서울,광진구,GS25S군자역점,"서울 광진구 능동로277, 지하1층 (군자동 1-9, 군자역내)"
인천,부평구,GS25S굴포천역점,"인천 부평구 주부토로304, 호선 굴포천역內(갈산1동 7)"
경기,부천시,GS25S까치울역점,"경기 부천시 오정구 역곡로398, 호선 까치울역內(작동 7)"
광주,동구,GS25S남광주역점,"광주 동구 제봉로지하 1, (지하103-1)(학동 994, 남광주역)"
서울,구로구,GS25S남구로역점,서울 구로구 구로동800 7호서남구로역지하2층
서울,동작구,GS25S남성역점,"서울 동작구 사당로14가길19, 7호선 남성역 내 (사당동 250-1)"
서울,서초구,GS25S내방역점,"서울 서초구 서초대로지하 103 (방배동 874-16, 7호선내방역내)"
서울,노원구,GS25S노원역점,서울 노원구 상계동2-1번지
서울,강남구,GS25S논현역점,서울 강남구 논현동280번지
대전,서구,GS25S뉴용문역점,"대전 서구 계룡로지하 644, 지하1층 (용문동 262, 용문역)"
대전,서구,GS25S뉴정부청사점,"대전 서구 한밭대로지하 744, 대전도시철도 1호선 정부청사역 구내상가 지하 1층 (둔산동 1515-1)"
서울,영등포구,GS25S대림역점,"서울 영등포구 도림로지하 137, 7호 호선 대림역 (대림동 1050-17)"
서울,도봉구,GS25S도봉산역점,"서울 도봉구 도봉로964-40 (도봉동 38-3, 도봉산영7호선 역사내)"
경기,용인시,GS25S동천역점,경기 용인시 수지구 동천동322-3번지 동천역사 내 상가
서울,광진구,GS25S뚝섬유원지역점,"서울 광진구 능동로10 (자양동 73-2, 7호선 뚝섬유원지역내)"
서울,노원구,GS25S마들역점,"서울 노원구 한글비석로530, (7호선마들역내) (상계9동 647, 상계주공12단지아파트)"
서울,강남구,GS25S매봉역점,서울 강남구 도곡동461-1번지 매봉역내 333-03호
서울,서초구,GS25S매헌역점,"서울 서초구 매헌로지하 116, 지하층 매장2호 (양재동 233-2, 양재시민의숲역(매헌역))"
서울,중랑구,GS25S먹골역점,서울 중랑구 묵동175-4번지 지하철7호선 먹골역 내
서울,성동구,GS25S메트로금호점,"서울 성동구 동호로지하 104, 324-09호 (금호동4가)"
서울,중랑구,GS25S면목역점,서울 중랑구 면목본동120번지
서울,서초구,GS25S반포역점,서울 서초구 잠원동130번지
서울,영등포구,GS25S보라매역점,서울 영등포구 신풍로113(신길6동 508)
부산,수영구,GS25S부산광안역점,"부산 수영구 수영로지하 576, 지하 구내 (광안동 205)"
부산,금정구,GS25S부산구서역점,부산 금정구 금정로233번길46 (구서동 475)
부산,금정구,GS25S부산두실역점,부산 금정구 중앙대로1927-1 (구서동 262)
부산,동래구,GS25S부산명륜역점,"부산 동래구 중앙대로1414, 지하철 명륜역 (온천동 489-4)"
부산,해운대구,GS25S부산벡스코역점,"부산 해운대구 해운대로지하 396, 벡스코지하철역 (우동 1086-3)"
부산,중구,GS25S부산자갈치역점,부산 중구 구덕로지하 80 (남포동6가 117-1)
부산,해운대구,GS25S부산해운대역점,"부산 해운대구 해운대로지하 626, 지하철 해운대역 (우동 656)"
경기,부천시,GS25S부천시청역점,"경기 부천시 원미구 길주로지하 202, 중동 7호선부천시청역내 (중동 1243, 부천시청역)"
경기,부천시,GS25S부천운동장역점,"경기 부천시 원미구 길주로지하 502, 지하층 (춘의동 15-1, 부천종합운동장)"
인천,부평구,GS25S부평구청역점,"인천 부평구 주부토로304, 호선 부평구청역內(갈산1동 7)"
서울,중랑구,GS25S사가정역점,"서울 중랑구 사가정로지하 393, 지하철 7호선 사가정역 (면목동 495)"
인천,부평구,GS25S삼산체육관역점,"인천 부평구 길주로지하 713, 삼산동 7호선삼산체육관역내 (삼산2동 466, 삼산체육관역 7호선)"
서울,동작구,GS25S상도역점,서울 동작구 상도1동752-2번지 7호선상도역내
경기,부천시,GS25S상동역점,"경기 부천시 원미구 길주로지하 104, 상동 7호선상동역내 (상동 633, 상동역)"
서울,중랑구,GS25S상봉역점,서울 중랑구 상봉동115 7호선상봉역점
경기,용인시,GS25S상현역점,"경기 용인시 수지구 광교중앙로지하 312, 상현역사 내 상가 (상현동 502-10)"
부산,부산진구,GS25S서면역점,"부산 부산진구 중앙대로지하 730, 서면역구내 (부전동 573-1)"
경기,용인시,GS25S성복역점,경기 용인시 수지구 성복동720번지 성복역사 내 상가
부산,해운대구,GS25S센텀시티역점,부산 해운대구 우동1524 지하철 센텀시티역(센텀대남로 지하 76)
서울,노원구,GS25S수락산역점,"서울 노원구 동일로지하 1662, 수락산역 (상계동 1132-9)"
경기,용인시,GS25S수지구청역점,경기 용인시 수지구 풍덕천동1045 수지구청역사 내 상가
서울,동작구,GS25S숭실대입구역점,서울 동작구 상도1동515 7호선숭실대입구역내
서울,동작구,GS25S신대방삼거리역점,서울 동작구 대방동393 7호선역사내
서울,강남구,GS25S신사역점,"서울 강남구 강남대로616 (신사동 501, 지하철3호선신사역내327-03호)"
경기,부천시,GS25S신중동역점,"경기 부천시 원미구 길주로지하 314, 중동 7호선신중동역내 (중1동 1140-6, 신중동역)"
서울,영등포구,GS25S신풍역점,서울 영등포구 신풍로지하 27 (신길6동 3599)
서울,강남구,GS25S압구정역점,서울 강남구 압구정동 688번지 3호선 압구정역內
서울,서초구,GS25S양재역1호점,서울 서초구 양재동12-1 신분당선양재역내 B1-27
서울,서초구,GS25S양재역2호점,"서울 서초구 남부순환로지하 2585, B3-41호 (서초2동 1366-9, 신분당선양재역내)"
서울,광진구,GS25S어린이대공원역점,서울 광진구 화양동3번지
부산,연제구,GS25S연산역점,"부산 연제구 중앙대로지하 1101, 연산지하철 역사내 (연산동 1515-1)"
서울,구로구,GS25S온수역점,서울 구로구 온수동73 7호선온수역내
서울,중랑구,GS25S용마산역점,서울 중랑구 면목동산76-1 용마산역사내B1층
서울,동작구,GS25S이수역점,"서울 동작구 사당로지하 310, 7호선內(사당2동 144-4)"
부산,해운대구,GS25S장산역점,"부산 해운대구 해운대로지하 820, 장산지하철역 (좌동 1491)"
서울,동작구,GS25S장승배기역점,"서울 동작구 상도로지하 188, 장승배기 역사 내 (상도동 26-20)"
경기,성남시,GS25S정자역점,경기 성남시 분당구 정자동95-5 매장4호
서울,송파구,GS25S종합운동장역점,서울 송파구 잠실동 1-236종합운동장역B1층218-04호
서울,노원구,GS25S중계역점,서울 노원구 중계동512 7호선역사
서울,광진구,GS25S중곡역점,"서울 광진구 능동로415-1, 7호 호선중곡역내 (중곡3동 167-1)"
서울,중랑구,GS25S중화역점,서울 중랑구 동일로지하 797 (중화1동 50-3)
서울,구로구,GS25S천왕역점,"서울 구로구 오리로지하 1154 (오류동 174-5, 7호선 청왕역내)"
경기,광명시,GS25S철산역점,경기 광명시 철산로지하 13 (철산3동 526)
서울,서초구,GS25S청계산역점,서울 서초구 원지동270-16번지 매장2호
서울,강남구,GS25S청담역2점,"서울 강남구 학동로87길7, E-2(7호선청담역지하3층) (청담동 75-1, 현대아파트)"
서울,강남구,GS25S청담역점,"서울 강남구 학동로87길7, (7호선청담역) (청담동 75-1, 현대아파트)"
경기,부천시,GS25S춘의역점,"경기 부천시 원미구 길주로지하 406, 춘의동 7호선춘의역사내 (춘의동 145, 춘의역)"
서울,노원구,GS25S태릉입구역점,서울 노원구 공릉1동680번지
부산,서구,GS25S토성역점,부산 서구 구덕로지하 170 (토성동3가 11-3)
경기,성남시,GS25S판교역점,경기 성남시 분당구 삼평동67 매장1호
서울,노원구,GS25S하계역점,"서울 노원구 공릉로59길28 (하계1동 280, 미성아파트)"
서울,강남구,GS25S학동역점,"서울 강남구 학동로지하 180, 지하층 (논현동 279-67, 학동역 지하상가)"
부산,해운대구,GS25W타워점,"부산 해운대구 구남로46 (중1동 1391-66, 웨이브타운)"
충북,청주시,GS25가경가로수점,"충북 청주시 흥덕구 서현중로32번길21, 102호 (가경동 2010)"
충북,청주시,GS25가경대로점,충북 청주시 흥덕구 가경로123(가경동 171-55)
충북,청주시,GS25가경사랑점,충북 청주시 흥덕구 2순환로1219번길15 (가경동 1026)
충북,청주시,GS25가경파크점,충북 청주시 흥덕구 풍산로25번길28(가경동 1388)
충북,청주시,GS25가경프라임점,충북 청주시 흥덕구 강서로119(강서동 479)
충북,청주시,GS25가경한마음점,"충북 청주시 흥덕구 장구봉로71, 15동 101호 (가경동 1515, 상가제)"
충북,청주시,GS25가경행복점,충북 청주시 흥덕구 가경로173번길1 (가경동 1188)
경기,여주시,GS25가남삼거리점,경기 여주시 가남읍태평리 476-1번지
경기,여주시,GS25가남행복점,"경기 여주시 가남읍 경충대로1472-33, 외 1필지 상가9호10호11호12호 (신해리 620-17)"
경기,의정부시,GS25가능로드점,경기 의정부시 호국로1069 (가능동 585-15)
경기,의정부시,GS25가능문화점,"경기 의정부시 가능로118, 1층 (의정부동 417)"
경기,의정부시,GS25가능빌리지점,"경기 의정부시 태평로214번길19-18, 1층 (가능동 15-279)"
경기,의정부시,GS25가능역점,경기 의정부시 신흥로356(가능1동 642-24)
경기,의정부시,GS25가능우미점,경기 의정부시 흥선로41번길14 (가능동 718)
경기,의정부시,GS25가능타운점,"경기 의정부시 의정로140, 1층 (가능2동 737)"
경기,의정부시,GS25가능행복점,경기 의정부시 둔야로62-1(가능2동 749-17)
부산,강서구,GS25가덕도점,부산 강서구 가덕해안로753(천성동 800-4)
서울,송파구,GS25가든파이브점,"서울 송파구 충민로66(문정2동 634, 가든파이브라이프패션관B1-1028호)"
서울,송파구,GS25가락금호점,"서울 송파구 송파대로32길15 (가락본동 95-1, 가락금호아파트)"
서울,송파구,GS25가락명성점,"서울 송파구 송이로23길18, 1층 (가락2동 144-20)"
서울,송파구,GS25가락몰점,"서울 송파구 양재대로932, 1층 1호 (가락동 600, 업무동)"
서울,송파구,GS25가락센타점,서울 송파구 오금로44가길9 (가락동 170)
서울,송파구,GS25가락스타점,"서울 송파구 송파대로30길16, 110호(가락본동 98, 두산위브센티움)"
서울,송파구,GS25가락우정점,"서울 송파구 중대로23길20, 104호(가락본동 8-1, 우정에쉐르)"
서울,송파구,GS25가락으뜸점,"서울 송파구 오금로36길46, 1층 (가락본동 41, 덕봉빌딩)"
서울,송파구,GS25가락제일점,서울 송파구 동남로13길50 (가락2동 123-17)
서울,송파구,GS25가락중대로점,서울 송파구 송이로24길15 (가락동 116-8)
서울,송파구,GS25가락중앙점,"서울 송파구 송파대로30길3, 1층(가락본동 96-18)"
서울,송파구,GS25가락진흥점,"서울 송파구 양재대로66길44, 1층 (가락본동 35-10, 진흥빌딩)"
서울,송파구,GS25가락타운점,"서울 송파구 양재대로62길47, 101호(가락본동 76-9)"
서울,구로구,GS25가리봉사랑점,"서울 구로구 구로동로7길57, 1층 (가리봉동 13-37)"
서울,금천구,GS25가리봉역점,"서울 금천구 벚꽃로286, 1층 107호(가산동 60-15, 리더스타워)"
서울,금천구,GS25가산두산점,서울 금천구 가산로3길113(독산1동 335-14)
서울,금천구,GS25가산디폴리스점,"서울 금천구 서부샛길606, 107호 (가산동 543-1, 대성디폴리스지식산업센터)"
서울,금천구,GS25가산미소점,"서울 금천구 서부샛길528, 1층 103호 (가산동 550-17, 미소지움)"
서울,금천구,GS25가산백상점,"서울 금천구 디지털로9길65, 102호(가산동 60-17, 드림타워9차)"
서울,금천구,GS25가산본점,서울 금천구 남부순환로112길15 (가산동 147-25)
서울,금천구,GS25가산세진점,"서울 금천구 벚꽃로278, B138호(가산동 60-19, 세진테크노빌)"
서울,금천구,GS25가산스타점,"서울 금천구 디지털로9길99, 126호(가산동 60-11, 스타밸리)"
서울,금천구,GS25가산엘지점,서울 금천구 가산디지털1로51(가산동 327-23)
서울,금천구,GS25가산용주점,"서울 금천구 벚꽃로24길14, 101호(가산동 238-84)"
서울,금천구,GS25가산태양점,"서울 금천구 시흥대로153길89, 1층 (가산동 149-27)"
서울,금천구,GS25가산하이엔드점,"서울 금천구 가산디지털1로233, 107호 (가산동 481-2, 에이스하이엔드타워9차)"
