,loc1,loc2,name,location
2028,경상남도,창원시,마산무학여고정문점,"경상남도 창원시 마산회원구 회원동33길 25-23,  (회원동) 2층"
2029,경상남도,창원시,마산무학점,"경상남도 창원시 마산회원구 회원남로 58, (회원동)"
2030,경상남도,창원시,마산봉암단비점,"경상남도 창원시 마산회원구 봉암공단로 42, (봉암동)"
2031,경상남도,창원시,마산봉암대로점,경상남도 창원시 마산회원구 봉암북10길 1
2032,경상남도,창원시,마산봉암무역점,"경상남도 창원시 마산회원구 봉암공단로 18, (봉암동)"
2033,경상남도,창원시,마산불종거리점,"경상남도 창원시 마산합포구 동서북16길 37, (오동동)"
2034,경상남도,창원시,마산산호비젼점,"경상남도 창원시 마산합포구 합포로 131, (산호동)"
2035,경상남도,창원시,마산산호에코점,경상남도 창원시 마산합포구 산호동로 9-1
2036,경상남도,창원시,마산산호점,"경상남도 창원시 마산합포구 산호북17길 25, (산호동)"
2037,경상남도,창원시,마산산호제일점,"경상남도 창원시 마산합포구 산호북21길 15, (산호동)"
2038,경상남도,창원시,마산산호프렌즈점,"경상남도 창원시 마산합포구 용마로 55, (산호동)"
2039,경상남도,창원시,마산삼계대로점,"경상남도 창원시 마산회원구 내서읍 경남대로 829, (삼계리)"
2040,경상남도,창원시,마산삼계미래점,"경상남도 창원시 마산회원구 내서읍 삼풍로 53, (삼계리)"
2041,경상남도,창원시,마산삼계숲속점,"경상남도 창원시 마산회원구 내서읍 삼계본동3길 69, (삼계리)"
2042,경상남도,창원시,마산삼계점,"경상남도 창원시 마산회원구 내서읍 삼계4길 29, (삼계리)"
2043,경상남도,창원시,마산삼계포스점,"경상남도 창원시 마산회원구 내서읍 광려로 24, (삼계리)"
2044,경상남도,창원시,마산삼일오점,"경상남도 창원시 마산합포구 315대로 252, (중앙동3가)"
2045,경상남도,창원시,마산상곡점,"경상남도 창원시 마산회원구 내서읍 상곡로 21, (상곡리, 신성)"
2046,경상남도,창원시,마산상곡주공점,"경상남도 창원시 마산회원구 내서읍 상곡로 67, (상곡리, 중리근로복지아파트)"
2047,경상남도,창원시,마산석전부영점,"경상남도 창원시 마산회원구 양덕로 188, 103호 (석전동)"
2048,경상남도,창원시,마산석전시장점,"경상남도 창원시 마산회원구 석전동5길 50, (석전동)"
2049,경상남도,창원시,마산석전점,"경상남도 창원시 마산회원구 삼호로 235, (석전동)"
2050,경상남도,창원시,마산수출3공구점,"경상남도 창원시 마산회원구 봉암공단13길 15-13, 나래관내좌측  (봉암동)"
2051,경상남도,창원시,마산신포둘리점,"경상남도 창원시 마산합포구 수산1길 33, (신포동1가, 가고파빌딩)"
2052,경상남도,창원시,마산신포롯데점,"경상남도 창원시 마산합포구 동서동3길 80, (신포동2가)"
2053,경상남도,창원시,마산양덕대로점,"경상남도 창원시 마산회원구 양덕로 149,  (양덕동) 1층"
2054,경상남도,창원시,마산양덕미소점,"경상남도 창원시 마산회원구 양덕천길 33, (양덕동)"
2055,,,마산양덕코오롱점, 
2056,경상남도,창원시,마산역점,"경상남도 창원시 마산회원구 마산역광장로 28, (석전동)"
2057,경상남도,창원시,마산연세2호점,"경상남도 창원시 마산합포구 문화동3길 2, 마산MH병원 외 필지  신관 옆 매점(월남동2가) 1호"
2058,경상남도,창원시,마산연세점,"경상남도 창원시 마산합포구 315대로 76, 월남동 가 외4필지 지상(월남동2가) 1층 2호"
2059,경상남도,창원시,마산완월점,"경상남도 창원시 마산합포구 완월남로 20-1, (완월동)"
2060,경상남도,창원시,마산용마점,"경상남도 창원시 마산합포구 산호북3길 23, (산호동)"
2061,경상남도,창원시,마산운동장점,경상남도 창원시 마산합포구 삼호로 57 한진빌딩
2062,경상남도,창원시,마산원전점,"경상남도 창원시 마산합포구 구산면 이순신로 702, (심리)"
2063,경상남도,창원시,마산월영동아점,"경상남도 창원시 마산합포구 월영남로 43, 상가동  101(월영동, 원영동아1차아파트) 1층 102호"
2064,경상남도,창원시,마산육호광장점,"경상남도 창원시 마산회원구 315대로 504, 채널큐 (회원동)"
2065,경상남도,창원시,마산자산점,"경상남도 창원시 마산합포구 자산남4길 1, (자산동)"
2066,경상남도,창원시,마산자산혁신점,"경상남도 창원시 마산합포구 심온길 110, (자산동)"
2067,경상남도,창원시,마산자유무역1호점,"경상남도 창원시 마산회원구 자유무역1길 18, 청사별동  (양덕동) 1층"
2068,경상남도,창원시,마산자유무역점,경상남도 창원시 마산회원구 자유무역1길 42 온누리산업(주)
2069,경상남도,창원시,마산장군천하점,"경상남도 창원시 마산합포구 중앙남6길 104, (장군동3가)"
2070,경상남도,창원시,마산제일대박점,"경상남도 창원시 마산합포구 문화북2길 2, (문화동)"
2071,경상남도,창원시,마산중리비젼점,"경상남도 창원시 마산회원구 내서읍 함마대로 2775, (중리)"
2072,경상남도,창원시,마산중리사거리점,"경상남도 창원시 마산회원구 내서읍 호원로 228-25, (호계리)"
2073,경상남도,창원시,마산중리점,"경상남도 창원시 마산회원구 내서읍 상곡로 90, 태산프라자 (중리) 1층 107호"
2074,경상남도,창원시,마산진동대로점,"경상남도 창원시 마산합포구 진동면 태봉1길 3, (태봉리)"
2075,경상남도,창원시,마산진동반딧불점,"경상남도 창원시 마산합포구 진동면 삼진의거대로 629, 진동리 (진동리) 1층 1호"
2076,,,마산진북공단점, 
2077,경상남도,창원시,마산진전창포점,경상남도 창원시 마산합포구 진전면 회진로 1451
2078,경상남도,창원시,마산창동점,"경상남도 창원시 마산합포구 남성로 115, (남성동)"
2079,경상남도,창원시,마산창포한백점,"경상남도 창원시 마산합포구 문화동15길 95, 상가(창포동1가, 창포한백아파트) 101호"
2080,경상남도,창원시,마산태진휴게소점,"경상남도 창원시 마산합포구 진전면 남해안대로 4436, (오서리)"
2081,경상남도,창원시,마산하이츠점,"경상남도 창원시 마산회원구 합성남로 32, (양덕동, 하이츠빌라)"
2082,경상남도,창원시,마산한일여고점,"경상남도 창원시 마산회원구 양덕서8길 50, (양덕동)"
2083,경상남도,창원시,마산합성시장점,"경상남도 창원시 마산회원구 합성서4길 12, (합성동)"
2084,경상남도,창원시,마산합성점,"경상남도 창원시 마산회원구 합성동7길 48, (합성동)"
2085,경상남도,창원시,마산합성제일점,"경상남도 창원시 마산회원구 합성서9길 12, (합성동)"
2086,경상남도,창원시,마산해안로점,"경상남도 창원시 마산합포구 해안대로 393, (오동동)"
2087,경상남도,창원시,마산해운점,"경상남도 창원시 마산합포구 월영동로 11, (해운동)"
2088,경상남도,창원시,마산현동LH그린점,"경상남도 창원시 마산합포구 묘촌1길 28, 동(현동, 엘에이치그린품애) 104호"
2089,,,마산현동그랜드점, 
2090,경상남도,창원시,마산현동점,"경상남도 창원시 마산합포구 현동7길 38, 현동  (현동) 1층"
2091,경상남도,창원시,마산호계하늘채점,"경상남도 창원시 마산회원구 내서읍 호원로 359-1, 3상가~104호(호계리, 코오롱하늘채아파트) 103호"
2092,경상남도,창원시,마산회산다리점,"경상남도 창원시 마산회원구 북성로 105, (회원동)"
2093,경상남도,창원시,마산회원국제점,"경상남도 창원시 마산회원구 북성로 161, (회원동)"
2094,경상남도,창원시,마산회원점,"경상남도 창원시 마산회원구 무학로 573-1, (회원동)"
2095,경기도,남양주시,마석신명점,"경기도 남양주시 화도읍 비룡로 56-8, (마석우리, 신명스카이뷰그린)"
2096,경기도,남양주시,마석심석점,"경기도 남양주시 화도읍 마석로 59, (마석우리)"
2097,경기도,남양주시,마석주공점,"경기도 남양주시 화도읍 비룡로 62, (마석우리)"
2098,경기도,남양주시,마석중흥점,"경기도 남양주시 화도읍 맷돌로 118, (마석우리)"
2099,서울특별시,성동구,마장서울점,"서울특별시 성동구 마조로19길 17, 뉴코리아오피스텔 (마장동)"
2100,서울특별시,성동구,마장세림점,서울특별시 성동구 마장로40길 12(마장동)
2101,서울특별시,성동구,마장현대점,"서울특별시 성동구 마장로39길 36, (마장동, 안민빌딩) 109호"
2102,인천광역시,서구,마전베스트점,인천광역시 서구 가현로 90 에스알마트
2103,인천광역시,서구,마전센터점,인천광역시 서구 마전로5번길 22-1 마전우리약국
2104,충청남도,금산군,마전점,"충청남도 금산군 추부면 마전로 55, (마전리)"
2105,인천광역시,서구,마전중앙점,인천광역시 서구 완정로188번3길 2 인정프라자
2106,인천광역시,서구,마전풍림점,"인천광역시 서구 원당대로 675, (마전동) 107호"
2107,인천광역시,서구,마전현대점,"인천광역시 서구 완정로92번길 28, 현대아이파크(마전동, 검단아이파크아파트)"
