,loc1,loc2,name,location,loc
0,경기,부천시,상동센타점,"경기도 부천시 원미구 상동로 81, 센타프라자 (상동) 105호",경기 부천시
1,경기,부천시,상동원미점,경기도 부천시 원미구 길주로 70 강산타운,경기 부천시
2,경기,부천시,상동풍림점,경기도 부천시 원미구 부흥로 49 백송마을풍림아이원,경기 부천시
3,경기,부천시,상동하나점,"경기도 부천시 원미구 상이로39번길 7-9, (상동)",경기 부천시
4,대구,수성구,상동황금점,"대구광역시 수성구 청수로12길 12, (상동)",대구 수성구
5,충남,천안시,상록리조트유스호스텔,"충청남도 천안시 동남구 수신면 수신로 576, 천안상록리조트내유스호스텔  (장산리)",충남 천안시
6,경기,안산시,상록본오센터점,경기도 안산시 상록구 석호로 348,경기 안산시
7,경기,안산시,상록수밀레니엄점,"경기도 안산시 상록구 매화로2길 43-2, 일부  (일동)",경기 안산시
8,경기,의정부시,상록아이파크점,"경기도 의정부시 부용로 172, (신곡동, 상록아이파크)",경기 의정부시
9,경기,안산시,상록월드점,"경기도 안산시 상록구 본삼로 49, 대명빌딩 (본오동) 105호",경기 안산시
10,서울,종로구,상명구기점,"서울특별시 종로구 진흥로22길 17, (구기동)",서울 종로구
11,서울,종로구,상명대점,"서울특별시 종로구 홍지문2길 20, (홍지동) 상명대학교",서울 종로구
12,광주,서구,상무광장점,"광주광역시 서구 상무번영로 41, (치평동)",광주 서구
13,광주,서구,상무라인점,"광주광역시 서구 마륵로 134, (치평동)",광주 서구
14,광주,서구,상무로잔티움점,"광주광역시 서구 시청로96번길 15, (치평동)",광주 서구
15,광주,서구,상무매화점,"광주광역시 서구 상무중앙로38번길 6, (치평동)",광주 서구
16,광주,서구,상무스타점,"광주광역시 서구 상무시민로 136, (치평동)",광주 서구
17,광주,서구,상무우량점,"광주광역시 서구 상무시민로 95-2, (치평동)",광주 서구
18,광주,서구,상무우정점,"광주광역시 서구 상무중앙로34번길 12, (치평동)",광주 서구
19,광주,서구,상무유지점,"광주광역시 서구 상무연하로 96, (치평동)",광주 서구
20,광주,서구,상무은혜점,"광주광역시 서구 시청로60번길 19,  (치평동) 1층",광주 서구
21,광주,서구,상무중흥점,"광주광역시 서구 치평로 80, (치평동)",광주 서구
22,광주,서구,상무치평점,"광주광역시 서구 상무공원로 9, (치평동)",광주 서구
23,광주,서구,상무호텔점,"광주광역시 서구 상무연하로 45, (치평동)",광주 서구
24,서울,중랑구,상봉건영점,"서울특별시 중랑구 신내로7나길 20, (상봉동)",서울 중랑구
25,서울,중랑구,상봉대로점,"서울특별시 중랑구 봉우재로 141, 상봉동  (상봉동) 1층",서울 중랑구
26,서울,중랑구,상봉데시앙점,"서울특별시 중랑구 신내로7가길 54, (상봉동)",서울 중랑구
28,서울,중랑구,상봉무지개점,서울특별시 중랑구 상봉중앙로 62,서울 중랑구
29,서울,중랑구,상봉사랑점,서울특별시 중랑구 면목로96길 10,서울 중랑구
30,서울,중랑구,상봉점,"서울특별시 중랑구 면목로91길 13, (상봉동)",서울 중랑구
31,서울,마포구,상수사거리점,"서울특별시 마포구 와우산로 12, 지 103(상수동) 1층 104호",서울 마포구
32,서울,마포구,상수팜팜점,서울특별시 마포구 와우산로3길 21,서울 마포구
33,울산,북구,상안아진점,"울산광역시 북구 아진로 75, 상가(상안동, 쌍용아진그린타운2차아파트)",울산 북구
34,서울,마포구,상암4단지점,"서울특별시 마포구 월드컵북로 381, 상가동(상암동, 상암월드컵파크4단지아파트) 111호",서울 마포구
35,서울,마포구,상암E스포츠점,"서울특별시 마포구 매봉산로 31, 에스플렉스센터  시너지움(상암동) 15층",서울 마포구
36,서울,마포구,상암JTBC점,"서울특별시 마포구 상암산로 48-6, 디엠씨씨빌딩  지하(상암동) 1층",서울 마포구
37,서울,마포구,상암KGIT점,"서울특별시 마포구 월드컵북로 361, 안상암2단지아파트 디엠씨이(상암동)",서울 마포구
38,서울,마포구,상암MBC점,"서울특별시 마포구 성암로 267,  하편의점(상암동)",서울 마포구
40,서울,마포구,상암YTN사옥점,"서울특별시 마포구 상암산로 76,  하(상암동) 1층",서울 마포구
41,서울,마포구,상암누리꿈점,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어제 지(상암동) 1층 B동 1075호",서울 마포구
42,서울,마포구,상암대로점,서울특별시 마포구 매봉산로2길 1,서울 마포구
43,서울,마포구,상암오벨리스크2차점,"서울특별시 마포구 월드컵북로 481, 상암오벨리스크2차아파트(상암동) 1층 2동 101호",서울 마포구
44,서울,마포구,상암오벨리스크점,"서울특별시 마포구 구룡길 19, (상암동) C동 101호",서울 마포구
45,서울,마포구,상암월드컵점,서울특별시 마포구 월드컵북로48길 30,서울 마포구
47,서울,마포구,상암프라자점,"서울특별시 마포구 상암산로1길 69, 상암프라자 제(상암동) 1층 105호",서울 마포구
48,서울,성동구,상왕십리역점,"서울특별시 성동구 왕십리로 390, (상왕십리동, 노블리안오피스텔)",서울 성동구
49,서울,성북구,상월곡점,서울특별시 성북구 화랑로18길 48,서울 성북구
50,대구,달서구,상인e편한2단지점,대구광역시 달서구 월서로3길 15 상인역E-편한세상2단지,대구 달서구
51,대구,달서구,상인낙원점,대구광역시 달서구 월배로40길 133,대구 달서구
52,대구,달서구,상인대동점,"대구광역시 달서구 상화북로 78, (상인동)",대구 달서구
53,대구,달서구,상인동먹자골목점,"대구광역시 달서구 월배로40길 46, (상인동)",대구 달서구
54,대구,달서구,상인제림점,대구광역시 달서구 상화북로 210,대구 달서구
55,서울,강동구,상일천호대로점,"서울특별시 강동구 천호대로219길 7, (상일동)",서울 강동구
56,경북,상주시,상주경북대점,"경상북도 상주시 경상대로 2560-17, (가장동)",경북 상주시
57,경북,상주시,상주낙양점,"경상북도 상주시 상서문2길 1, (낙양동)",경북 상주시
58,경북,상주시,상주동수로점,경상북도 상주시 동수1길 77,경북 상주시
59,경북,상주시,상주북천점,"경상북도 상주시 상산로 402, (냉림동)",경북 상주시
60,경북,상주시,상주삼백점,"경상북도 상주시 상산로 346, (냉림동)",경북 상주시
61,경북,상주시,상주성동점,경상북도 상주시 중앙로 282,경북 상주시
62,경북,상주시,상주성모병원점,"경상북도 상주시 냉림서성길 7, (냉림동)",경북 상주시
63,경북,상주시,상주신봉점,"경상북도 상주시 상산로 163, (신봉동)",경북 상주시
64,경북,상주시,상주예식장앞점,"경상북도 상주시 상산로 337, (무양동)",경북 상주시
65,경북,상주시,상주운동장남문점,"경상북도 상주시 북상주로 24-7, (계산동)",경북 상주시
66,경북,상주시,상주적십자병원앞점,"경상북도 상주시 상서문로 59, (남성동)",경북 상주시
67,경북,상주시,상주점,"경상북도 상주시 동수4길 80, (무양동)",경북 상주시
68,경북,상주시,상주터미널점,"경상북도 상주시 동수1길 3, (무양동)",경북 상주시
69,경북,상주시,상주화서점,"경상북도 상주시 화서면 화령로 19, (신봉리)",경북 상주시
70,강원,원주시,상지제일점,"강원도 원주시 우산초교길 71, (우산동)",강원 원주시
71,강원,원주시,상지한방병원점,"강원도 원주시 상지대길 75, (우산동)",강원 원주시
72,대구,수성구,상현점,"대구광역시 수성구 지산로3길 132, 두산동  (두산동) 1층",대구 수성구
73,충남,금산군,새금산병원점,"충청남도 금산군 금산읍 비단로 184, (중도리)",충남 금산군
74,서울,은평구,새절역점,"서울특별시 은평구 증산로 401, (신사동)",서울 은평구
75,경남,통영시,새통영점,"경상남도 통영시 무전7길 186, (무전동) 사무소",경남 통영시
76,부산,해운대구,새한센시빌점,"부산광역시 해운대구 해운대로 284, (우동, 새한센시빌)",부산 해운대구
77,충북,음성군,생극터미널점,"충청북도 음성군 생극면 음성로 1677-1, (신양리)",충북 음성군
78,경남,김해시,생림봉림점,"경상남도 김해시 생림면 봉림로 30, (봉림리)",경남 김해시
79,서울,종로구,생산성빌딩점,"서울특별시 종로구 새문안로5가길 32, 생산성빌딩 적선동 지하(적선동) 1층 2호",서울 종로구
80,서울,마포구,서강대원룸점,서울특별시 마포구 백범로 64,서울 마포구
81,서울,마포구,서강대점,"서울특별시 마포구 백범로 29, 씨유서강대점  (신수동) 1층",서울 마포구
82,서울,마포구,서강대학사점,"서울특별시 마포구 서강대길 12,  (신수동) 1층",서울 마포구
83,서울,마포구,서교3호점,"서울특별시 마포구 양화로 100-13,  (서교동) 1층",서울 마포구
84,서울,마포구,서교동교로점,"서울특별시 마포구 동교로13길 19, (서교동) 목화빌리지",서울 마포구
85,서울,마포구,서교로점,"서울특별시 마포구 동교로 157, (서교동)",서울 마포구
86,서울,마포구,서교보석점,서울특별시 마포구 월드컵로8길 27,서울 마포구
87,서울,마포구,서교제일점,"서울특별시 마포구 월드컵북로1길 42, (서교동)",서울 마포구
88,서울,마포구,서교중앙점,"서울특별시 마포구 잔다리로 96,  (서교동) 1층",서울 마포구
89,서울,마포구,서교타워점,"서울특별시 마포구 양화로 133, 서교타워 오피스텔 (서교동)",서울 마포구
90,서울,마포구,서교햇빛점,"서울특별시 마포구 잔다리로 61,  (서교동) 1층",서울 마포구
91,인천,서구,서구가정점,"인천광역시 서구 율도로 115, (가정동)",인천 서구
92,인천,서구,서구가좌공단점,인천광역시 서구 가정로77번길 59,인천 서구
93,인천,서구,서구당하점,"인천광역시 서구 청마로167번길 3, (당하동)",인천 서구
94,인천,서구,서구대성베르힐점,"인천광역시 서구 새오개로111번안길 21, (신현동, 대성프라자) 1층 101호",인천 서구
95,부산,서구,서구대승점,"부산광역시 서구 구덕로322번길 29, (동대신동3가)",부산 서구
96,부산,서구,서구대영로점,"부산광역시 서구 대영로45번길 80, (서대신동3가)",부산 서구
97,부산,서구,서구라온점,"부산광역시 서구 구덕로148번길 31-1, (토성동5가)",부산 서구
98,부산,서구,서구보건소점,"부산광역시 서구 부용로 28, (부용동2가)",부산 서구
99,부산,서구,서구보람점,"부산광역시 서구 대영로 24, (서대신동2가, 보람) 102동 101호",부산 서구
100,부산,서구,서구부민점,"부산광역시 서구 구덕로 205, (부민동2가)",부산 서구
101,대구,서구,서구비산점,"대구광역시 서구 국채보상로 348, (비산동)",대구 서구
102,인천,서구,서구서곶점,"인천광역시 서구 대평로56번길 17, (연희동)",인천 서구
103,인천,서구,서구서영점,인천광역시 서구 탁옥로73번길 38,인천 서구
104,인천,서구,서구성민병원점,"인천광역시 서구 칠천왕로33번길 22, (석남동)",인천 서구
105,대구,서구,서구신평리점,"대구광역시 서구 평리로 343, (평리동)",대구 서구
106,인천,서구,서구신현점,"인천광역시 서구 율도로 29,  (신현동, 명성에이스빌) 1동",인천 서구
107,인천,서구,서구연희점,"인천광역시 서구 간촌로 3, (연희동)",인천 서구
108,인천,서구,서구완정로점,인천광역시 서구 완정로133번길 2,인천 서구
109,인천,서구,서구왕길점,"인천광역시 서구 원당대로 332-7, (왕길동)",인천 서구
110,인천,서구,서구우리점,인천광역시 서구 원적로 33,인천 서구
111,인천,서구,서구제스트점,"인천광역시 서구 탁옥로 49, (심곡동)",인천 서구
112,인천,서구,서구청라SK점,인천광역시 서구 솔빛로 93(경서동) 청라에스케이뷰 제근린생활시설동,인천 서구
113,인천,서구,서구청라점,"인천광역시 서구 중봉대로612번길 10-12, (연희동)",인천 서구
114,인천,서구,서구초롱점,인천광역시 서구 심곡로49번길 6 우정상가,인천 서구
115,부산,서구,서구충무점,"부산광역시 서구 충무대로275번길 5, (충무동1가)",부산 서구
117,제주,서귀포시,서귀강정이어도로점,"제주특별자치도 서귀포시 이어도로 793, (강정동)",제주 서귀포시
118,제주,서귀포시,서귀강정천점,"제주특별자치도 서귀포시 이어도로 638, (강정동)",제주 서귀포시
119,제주,서귀포시,서귀강정한내들점,"제주특별자치도 서귀포시 대청로 34, (강정동)  유승한내들 퍼스트오션 1층 상가동 101,102호",제주 서귀포시
120,제주,서귀포시,서귀걸매점,"제주특별자치도 서귀포시 일주동로 8709, (서귀동) 1층",제주 서귀포시
121,제주,서귀포시,서귀구억점,"제주특별자치도 서귀포시 대정읍 중산간서로 2397,  (안성리)",제주 서귀포시
124,제주,서귀포시,서귀남원로점,"제주특별자치도 서귀포시 남원읍 태위로723번길 31-11, (남원리)",제주 서귀포시
125,제주,서귀포시,서귀남원점,"제주특별자치도 서귀포시 남원읍 일주동로 7147, (남원리)",제주 서귀포시
126,제주,서귀포시,서귀남원태위로점,"제주특별자치도 서귀포시 남원읍 태위로 703, (남원리)",제주 서귀포시
127,제주,서귀포시,서귀논짓물점,"제주특별자치도 서귀포시 논짓물로 15-10, (하예동)",제주 서귀포시
128,제주,서귀포시,서귀대신중점,"제주특별자치도 서귀포시 신중로13번길 17, (강정동)",제주 서귀포시
129,제주,서귀포시,서귀대정상모점,"제주특별자치도 서귀포시 대정읍 상모로273번길 44, (상모리)",제주 서귀포시
130,제주,서귀포시,서귀대정태화점,"제주특별자치도 서귀포시 대정읍 하모중앙로 54, (하모리)",제주 서귀포시
133,제주,서귀포시,서귀동남점,"제주특별자치도 서귀포시 신서귀로 3, (법환동, 동남상가) 1층 102호",제주 서귀포시
134,제주,서귀포시,서귀동홍대림점,"제주특별자치도 서귀포시 동홍중앙로 58-1, (동홍동)",제주 서귀포시
135,제주,서귀포시,서귀동홍로점,"제주특별자치도 서귀포시 동홍로 108, (동홍동)",제주 서귀포시
136,제주,서귀포시,서귀동홍북로점,"제주특별자치도 서귀포시 동홍북로 22-1, (동홍동)",제주 서귀포시
137,제주,서귀포시,서귀동홍시민점,"제주특별자치도 서귀포시 동홍로 29,  (서귀동) 1층",제주 서귀포시
139,제주,서귀포시,서귀법환점,"제주특별자치도 서귀포시 이어도로 916, (법환동)",제주 서귀포시
140,제주,서귀포시,서귀사계중앙로점,제주특별자치도 서귀포시 안덕면 산방로 363-1,제주 서귀포시
141,제주,서귀포시,서귀삼아점,"제주특별자치도 서귀포시 태평로 534, (동홍동)",제주 서귀포시
142,제주,서귀포시,서귀상예동점,"제주특별자치도 서귀포시 소보리당로164번길 63, 상예동  (상예동)",제주 서귀포시
143,제주,서귀포시,서귀색달동점,제주특별자치도 서귀포시 색달중앙로 48,제주 서귀포시
145,제주,서귀포시,서귀서홍로점,"제주특별자치도 서귀포시 중산간동로 8048-2,  (서홍동) 1층",제주 서귀포시
146,제주,서귀포시,서귀서홍중앙점,"제주특별자치도 서귀포시 홍중로 97, (서홍동) 지산오차드힐",제주 서귀포시
147,제주,서귀포시,서귀선반네점,"제주특별자치도 서귀포시 일주동로 8738,  (서홍동) 1층",제주 서귀포시
149,제주,서귀포시,서귀신북로점,"제주특별자치도 서귀포시 신서로98번길 74, (서호동)",제주 서귀포시
150,제주,서귀포시,서귀아랑조을거리점,"제주특별자치도 서귀포시 서문로29번길 15, (서귀동)",제주 서귀포시
151,제주,서귀포시,서귀앙크점,"제주특별자치도 서귀포시 동홍로99번길 9, (동홍동)",제주 서귀포시
152,제주,서귀포시,서귀여고정문점,"제주특별자치도 서귀포시 태평로 69, (호근동)",제주 서귀포시
153,제주,서귀포시,서귀예래점,"제주특별자치도 서귀포시 예래로 446, (하예동)",제주 서귀포시
154,제주,서귀포시,서귀예래해안로점,제주특별자치도 서귀포시 예래해안로 550,제주 서귀포시
155,제주,서귀포시,서귀외돌개점,제주특별자치도 서귀포시 남성중로 131,제주 서귀포시
156,제주,서귀포시,서귀우리들점,"제주특별자치도 서귀포시 서홍로 161, (서홍동)",제주 서귀포시
157,제주,서귀포시,서귀월평동점,"제주특별자치도 서귀포시 이어도로 399, (월평동)",제주 서귀포시
158,제주,서귀포시,서귀위미동백점,제주특별자치도 서귀포시 남원읍 태위로 369,제주 서귀포시
159,제주,서귀포시,서귀일과수로점,"제주특별자치도 서귀포시 대정읍 일주서로 2817, (일과리)",제주 서귀포시
160,제주,서귀포시,서귀정방연로점,"제주특별자치도 서귀포시 정방연로 47-1,  (동홍동) 1층",제주 서귀포시
161,제주,서귀포시,서귀정방점,"제주특별자치도 서귀포시 태평로 463, (서귀동)",제주 서귀포시
162,제주,서귀포시,서귀중문점,"제주특별자치도 서귀포시 천제연로 223-1, (중문동)",제주 서귀포시
163,제주,서귀포시,서귀중앙로점,제주특별자치도 서귀포시 중앙로72번길 45-2 왕코사마트,제주 서귀포시
165,제주,서귀포시,서귀최남단해안로점,"제주특별자치도 서귀포시 대정읍 최남단해안로125번길 3, (하모리)",제주 서귀포시
166,제주,서귀포시,서귀코아루점,"제주특별자치도 서귀포시 일주동로 8565, (동홍동, 동홍동코아루)",제주 서귀포시
167,제주,서귀포시,서귀태신로점,"제주특별자치도 서귀포시 남원읍 태신로 1, (태흥리)",제주 서귀포시
168,제주,서귀포시,서귀태흥점,"제주특별자치도 서귀포시 남원읍 일주동로 6745, (태흥리)",제주 서귀포시
169,제주,서귀포시,서귀토평점,"제주특별자치도 서귀포시 중산간동로 7738, (토평동)",제주 서귀포시
170,제주,서귀포시,서귀평화로점,제주특별자치도 서귀포시 안덕면 한창로 273,제주 서귀포시
171,제주,서귀포시,서귀포가온점,"제주특별자치도 서귀포시 태평로512번길 1-4, (동홍동, 덕산가온누리빌) 1층 동명없음동 105호",제주 서귀포시
172,제주,서귀포시,서귀포강정점,"제주특별자치도 서귀포시 신서귀로97번길 84, (강정동, 성산) 102호",제주 서귀포시
173,제주,서귀포시,서귀포광장점,"제주특별자치도 서귀포시 중앙로 85, (서귀동)",제주 서귀포시
174,제주,서귀포시,서귀포남원길점,제주특별자치도 서귀포시 남원읍 태위로 481 영화마을농수산물편의점,제주 서귀포시
176,제주,서귀포시,서귀포돈내코점,"제주특별자치도 서귀포시 516로 466, (상효동)",제주 서귀포시
177,제주,서귀포시,서귀포동문점,"제주특별자치도 서귀포시 중동로48번길 11, (서귀동)",제주 서귀포시
178,제주,서귀포시,서귀포동홍점,"제주특별자치도 서귀포시 중산간동로 8004, (동홍동)",제주 서귀포시
179,제주,서귀포시,서귀포모구리점,제주특별자치도 서귀포시 성산읍 서성일로 269,제주 서귀포시
182,제주,서귀포시,서귀포보목포구점,제주특별자치도 서귀포시 보목포로 51-1 수퍼,제주 서귀포시
183,제주,서귀포시,서귀포부두점,"제주특별자치도 서귀포시 칠십리로 61, (서귀동, 남성빌딩)",제주 서귀포시
184,제주,서귀포시,서귀포부영점,"제주특별자치도 서귀포시 서호남로 91, (서호동) 1층 상가동 101호",제주 서귀포시
185,제주,서귀포시,서귀포서호중로점,"제주특별자치도 서귀포시 서호남로 92-15, (서호동) 1층 상가동 102호",제주 서귀포시
186,제주,서귀포시,서귀포세기점,"제주특별자치도 서귀포시 태평로 549, (동홍동, 세기) 3호",제주 서귀포시
187,제주,서귀포시,서귀포송산점,"제주특별자치도 서귀포시 태평로 414, (서귀동)",제주 서귀포시
189,제주,서귀포시,서귀포신효점,제주특별자치도 서귀포시 효돈로123번길 1,제주 서귀포시
190,제주,서귀포시,서귀포염돈길점,제주특별자치도 서귀포시 일주서로 138,제주 서귀포시
191,제주,서귀포시,서귀포예일점,"제주특별자치도 서귀포시 중앙로101번길 1, (서홍동)",제주 서귀포시
192,제주,서귀포시,서귀포올레시장점,"제주특별자치도 서귀포시 중정로61번길 22, (서귀동)",제주 서귀포시
193,제주,서귀포시,서귀포월드컵점,"제주특별자치도 서귀포시 명동로 19-1, (서귀동)",제주 서귀포시
194,제주,서귀포시,서귀포의료원점,"제주특별자치도 서귀포시 장수로 47, (동홍동)",제주 서귀포시
195,제주,서귀포시,서귀포자구리점,"제주특별자치도 서귀포시 솔동산로21번길 31, (서귀동)",제주 서귀포시
196,제주,서귀포시,서귀포점,"제주특별자치도 서귀포시 중정로 52, (서귀동)",제주 서귀포시
197,제주,서귀포시,서귀포주공점,"제주특별자치도 서귀포시 중앙로 198-9, 상가동 ~103호(동홍동, 동홍주공6단지아파트) 102호",제주 서귀포시
198,제주,서귀포시,서귀포중앙점,제주특별자치도 서귀포시 동문로 22,제주 서귀포시
199,제주,서귀포시,서귀포천지연점,"제주특별자치도 서귀포시 남성중로 2-3, (서홍동)",제주 서귀포시
200,제주,서귀포시,서귀포태평로점,"제주특별자치도 서귀포시 태평로 385, (서귀동)",제주 서귀포시
201,제주,서귀포시,서귀포터미널점,"제주특별자치도 서귀포시 중앙로 72,  (서귀동) 1층",제주 서귀포시
203,제주,서귀포시,서귀포항점,"제주특별자치도 서귀포시 칠십리로91번길 12, (서귀동)",제주 서귀포시
204,제주,서귀포시,서귀포혁신도시점,"제주특별자치도 서귀포시 신서귀로 66, (서호동)",제주 서귀포시
205,제주,서귀포시,서귀포현대점,"제주특별자치도 서귀포시 동홍남로 59, (동홍동)",제주 서귀포시
207,제주,서귀포시,서귀포효돈점,"제주특별자치도 서귀포시 일주동로 8092, (하효동)",제주 서귀포시
209,제주,서귀포시,서귀하원동점,제주특별자치도 서귀포시 하원로 39-2,제주 서귀포시
210,제주,서귀포시,서귀호근로점,"제주특별자치도 서귀포시 중산간동로 8351, (호근동)",제주 서귀포시
212,제주,서귀포시,서귀홍중로점,"제주특별자치도 서귀포시 홍중로27번길 1, (서홍동)",제주 서귀포시
213,경남,김해시,서김해점,"경상남도 김해시 흥동로 50, (흥동)",경남 김해시
214,전북,전주시,서노송점,"전라북도 전주시 완산구 기린대로 198,  (서노송동) 1층",전북 전주시
215,대구,서구,서대구IC대로점,"대구광역시 서구 와룡로 380, 중리동 (중리동) 0호",대구 서구
216,대구,서구,서대구IC점,"대구광역시 서구 북비산로 86, (이현동)",대구 서구
217,대구,서구,서대구공단점,"대구광역시 서구 국채보상로 15, (이현동)",대구 서구
219,서울,서대문구,서대문독립공원점,"서울특별시 서대문구 통일로 251, 독립공원내  (현저동)",서울 서대문구
220,서울,서대문구,서대문뜨란채점,"서울특별시 서대문구 독립문로8길 54, 내상가(천연동, 천연뜨란채) 101동 B105호",서울 서대문구
221,서울,서대문구,서대문연희점,"서울특별시 서대문구 연희로 81-21,  (연희동) 1층",서울 서대문구
222,서울,서대문구,서대문인창점,"서울특별시 서대문구 경기대로 80, (충정로2가)",서울 서대문구
223,서울,서대문구,서대문증가로점,"서울특별시 서대문구 증가로20길 64, 지층(북가좌동)",서울 서대문구
224,서울,서대문구,서대문타워점,"서울특별시 서대문구 충정로 60, KT&G서대문타워  (미근동) 1층",서울 서대문구
225,부산,서구,서대신구덕점,부산광역시 서구 구덕로 347,부산 서구
226,대전,유성구,서대전IC점,"대전광역시 유성구 계백로 821, (원내동)",대전 유성구
227,대전,중구,서대전공원점,"대전광역시 중구 계백로1716번길 26, 미성프라자 (문화동) 1층 106호",대전 중구
228,대전,중구,서대전네거리점,"대전광역시 중구 계룡로 924, (대사동)",대전 중구
229,대전,중구,서대전역점,"대전광역시 중구 오류로 18, (오류동)",대전 중구
230,부산,금정구,서동금사로점,부산광역시 금정구 금사로 15,부산 금정구
231,부산,금정구,서동럭키점,"부산광역시 금정구 서동로 193, (서동)",부산 금정구
232,부산,금정구,서동점,"부산광역시 금정구 서곡로 40, (서동)",부산 금정구
233,부산,금정구,서동큰희망점,"부산광역시 금정구 서금로 69, (서동, 아폴로빌2차)",부산 금정구
234,경기,화성시,서동탄해피점,"경기도 화성시 남여울2길 4, (능동)",경기 화성시
235,부산,금정구,서동태광점,"부산광역시 금정구 개좌로 33, (서동)",부산 금정구
236,경북,경주시,서라벌대본관점,"경상북도 경주시 태종로 478-20, (충효동)",경북 경주시
237,경북,경주시,서라벌대충효관점,경상북도 경주시 태종로 478-20 서라벌대학,경북 경주시
238,서울,서초구,서래마을점,서울특별시 서초구 동광로 163 제이빌,서울 서초구
239,서울,서초구,서래중앙점,"서울특별시 서초구 서래로 13, (반포동)",서울 서초구
240,서울,관악구,서림태양점,"서울특별시 관악구 쑥고개로2길 43, (신림동)",서울 관악구
241,부산,부산진구,서면동문점,"부산광역시 부산진구 신천대로220번길 65, (부암동, 부산서면동문굿모닝힐) 102호",부산 부산진구
242,부산,부산진구,서면동보점,"부산광역시 부산진구 중앙대로 706, (부전동)",부산 부산진구
243,부산,부산진구,서면디오빌점,"부산광역시 부산진구 전포대로 274, (전포동, 서면대우디오빌)",부산 부산진구
244,부산,부산진구,서면롯데점,"부산광역시 부산진구 가야대로784번길 11, (부전동)",부산 부산진구
245,부산,부산진구,서면롯데후문점,"부산광역시 부산진구 중앙대로691번가길 23-1, 소토촌  (부전동)",부산 부산진구
246,부산,부산진구,서면마루점,"부산광역시 부산진구 중앙대로680번가길 18, (부전동)",부산 부산진구
248,부산,부산진구,서면센트럴스타점,"부산광역시 부산진구 신천대로50번길 34, (부전동)",부산 부산진구
249,부산,부산진구,서면쌍용점,"부산광역시 부산진구 동천로 70, (전포동, 서면쌍용플래티넘)",부산 부산진구
250,부산,부산진구,서면엑센시티점,"부산광역시 부산진구 서면로 39, 효성엑센시티  (부전동)",부산 부산진구
251,부산,부산진구,서면우정점,"부산광역시 부산진구 부전로20번길 19, (부전동)",부산 부산진구
252,부산,부산진구,서면일번가점,"부산광역시 부산진구 중앙대로 679, (부전동)",부산 부산진구
253,부산,부산진구,서면점,"부산광역시 부산진구 서면문화로 29, (부전동)",부산 부산진구
254,부산,부산진구,서면중앙점,"부산광역시 부산진구 중앙대로702번길 19,  (부전동) 1층",부산 부산진구
255,부산,부산진구,서면직통로,"부산광역시 부산진구 신천대로162번길 91, (부전동)",부산 부산진구
256,부산,부산진구,서면타워점,"부산광역시 부산진구 시민공원로19번길 65, (부암동, 타워베르빌) 1층 103호",부산 부산진구
257,부산,부산진구,서면해피점,"부산광역시 부산진구 동천로132번길 34, 서면해피투모로우오피스텔  (전포동)",부산 부산진구
258,부산,부산진구,서면혜화점,"부산광역시 부산진구 중앙대로 633, (범천동)",부산 부산진구
259,부산,부산진구,서면환승역점,"부산광역시 부산진구 중앙대로 730, 서면지하철환승센터  내(부전동)",부산 부산진구
260,제주,제주시,서부관광점,"제주특별자치도 제주시 노형로 41, (해안동)",제주 제주시
261,서울,용산구,서부이촌점,서울특별시 용산구 이촌로 100-11,서울 용산구
262,충남,서산시,서산뉴부영점,"충청남도 서산시 부춘1로 26, (읍내동)",충남 서산시
263,충남,서산시,서산대산원룸점,"충청남도 서산시 대산읍 충의로 1875-26, (대산리)",충남 서산시
264,충남,서산시,서산동문빌리지점,"충청남도 서산시 율지8로 41-13, (동문동)",충남 서산시
265,충남,서산시,서산동문시청점,충청남도 서산시 서령로 19,충남 서산시
267,충남,서산시,서산동문타운점,"충청남도 서산시 율지15로 16, (동문동)",충남 서산시
268,충남,서산시,서산동문평화점,충청남도 서산시 안견로 117,충남 서산시
269,충남,서산시,서산부춘초교점,"충청남도 서산시 명륜1로 8, 동(읍내동, 삼익참드림)",충남 서산시
270,충남,서산시,서산비발디점,"충청남도 서산시 고운로 278, (동문동)",충남 서산시
271,충남,서산시,서산서궁팰리스점,"충청남도 서산시 한마음6로 37-5, (석림동, 서궁팰리스) 102호",충남 서산시
272,충남,서산시,서산서령점,"충청남도 서산시 읍내1로 5, (읍내동) 1층 23호",충남 서산시
273,충남,서산시,서산석남원룸점,충청남도 서산시 덕지천로 2,충남 서산시
274,충남,서산시,서산석남점,"충청남도 서산시 서해로 3364-11, (석남동)",충남 서산시
275,충남,서산시,서산석림사랑점,충청남도 서산시 덕지천로 65,충남 서산시
276,충남,서산시,서산석림점,"충청남도 서산시 한마음13로 19, (석림동)",충남 서산시
277,충남,서산시,서산석림초교점,"충청남도 서산시 동서1로 42, (석림동)",충남 서산시
278,충남,서산시,서산성연로드점,"충청남도 서산시 성연면 충의로 625, (고남리)",충남 서산시
279,충남,서산시,서산센스빌원룸점,"충청남도 서산시 석남3로 5, (석남동) 1층",충남 서산시
280,충남,서산시,서산에버빌점,"충청남도 서산시 향교4로 8-13, (동문동, 현진에버빌)",충남 서산시
282,충남,서산시,서산오토밸리공단점,"충청남도 서산시 지곡면 무장산업로 263-52, (무장리)",충남 서산시
