,loc1,loc2,name,location
0,전라북도,군산시,1타타대우상용차신협,"전라북도 군산시 동장산로 172, (소룡동)"
1,전라북도,군산시,2타타대우상용차신협,"전라북도 군산시 동장산로 172, (소룡동)"
2,서울특별시,강북구,419사거리점,"서울특별시 강북구 삼양로139길 8, (우이동)"
3,서울특별시,영등포구,63빌딩점,"서울특별시 영등포구 63로 50, 하(여의도동) 1층"
4,인천광역시,남구,6공단1호점,인천광역시 남구 장고개로 48 믿음슈퍼
5,인천광역시,남구,6공단2호점,인천광역시 남구 염전로 241
6,경상북도,울진군,7번국도점,"경상북도 울진군 후포면 후포삼율로 260, (후포리)"
7,서울특별시,강서구,88체육관점,"서울특별시 강서구 공항대로 376, 체육관 1체육관 內(화곡동) 88호"
8,서울특별시,강서구,901개화역점,"서울특별시 강서구 개화동로8길 38, (개화동)"
9,서울특별시,강서구,902김포공항점,"서울특별시 강서구 하늘길 77, (방화동)"
10,서울특별시,강서구,903공항시장역점,"서울특별시 강서구 방화동로 30, (공항동) 지하층"
11,서울특별시,강서구,904신방화역점,"서울특별시 강서구 방화대로 301, (방화동) 지하층"
12,서울특별시,강서구,905마곡나루역점,"서울특별시 강서구 마곡중앙5로 2, (마곡동) 지하층"
13,서울특별시,강서구,906양천향교역점,"서울특별시 강서구 양천로 341, (가양동) 지하층"
14,서울특별시,강서구,907가양역점,"서울특별시 강서구 양천로 485, (가양동) 지하층"
15,서울특별시,강서구,908증미역점,"서울특별시 강서구 양천로 560, (등촌동) 지하층"
16,서울특별시,강서구,909등촌역점,"서울특별시 강서구 공항대로 529, (등촌동) 지하층"
17,서울특별시,강서구,910염창역점,"서울특별시 강서구 공항대로 631, (염창동) 지하층"
18,서울특별시,양천구,911신목동역점,"서울특별시 양천구 목동중앙로 217, (목동) 지하층"
19,서울특별시,영등포구,912선유도역점,"서울특별시 영등포구 양평로 124, (양평동5가) 지하층"
20,서울특별시,영등포구,913당산역점,"서울특별시 영등포구 양평로 40, (당산동6가) 지하층"
21,서울특별시,영등포구,914국회의사당역점,"서울특별시 영등포구 국회대로 758, (여의도동) 지하층"
22,서울특별시,영등포구,915여의도역점,"서울특별시 영등포구 의사당대로 101, (여의도동) 지하층"
23,서울특별시,영등포구,916샛강역점,"서울특별시 영등포구 의사당대로 166, (여의도동) 지하층"
24,서울특별시,동작구,917노량진역점,"서울특별시 동작구 노량진로 130, (노량진동) 지하층"
25,서울특별시,동작구,918노들역점,"서울특별시 동작구 노량진로 238, (본동) 지하층"
26,서울특별시,동작구,919흑석역점,"서울특별시 동작구 현충로 90, (흑석동) 지하층"
27,서울특별시,동작구,920동작역점,"서울특별시 동작구 현충로 220, (동작동) 지하층"
28,서울특별시,서초구,921구반포역점,"서울특별시 서초구 신반포로 17, (반포동) 지하층"
29,서울특별시,서초구,922신반포역점,"서울특별시 서초구 신반포로 105, (반포동) 지하층"
30,서울특별시,서초구,923고속터미널역점,"서울특별시 서초구 신반포로 188, (반포동) 지하층"
31,서울특별시,서초구,924사평역점,"서울특별시 서초구 사평대로 285, (반포동) 지하층"
32,서울특별시,강남구,925신논현역점,"서울특별시 강남구 봉은사로 102, (역삼동) 지하층"
33,경기도,광주시,BGF곤지암포켓점,경기도 광주시 곤지암읍 건업길 92 (건업리)
34,경기도,용인시,BGF로지스용인점,"경기도 용인시 기흥구 이현로30번길 131-1, (보정동)"
35,경기도,용인시,BGF수지포켓점,경기도 용인시 수지구 손곡로 31 삼양식품물류센타 (동천동) 삼양식품물류센타
36,경기도,양주시,BGF양주포켓점,경기도 양주시 백석읍 양주산성로 572 (복지리)
37,전라북도,완주군,BGF푸드포켓점,전라북도 완주군 봉동읍 완주산단2로 282-21 (둔산리)
38,서울특별시,영등포구,CK양평점,서울특별시 영등포구 영등포로3길 16
39,,,E1대천에너지점,
40,경기도,용인시,BGF수지포켓점,경기도 용인시 수지구 손곡로 31 삼양식품물류센타 (동천동) 삼양식품물류센타
41,경기도,양주시,BGF양주포켓점,경기도 양주시 백석읍 양주산성로 572 (복지리)
42,전라북도,완주군,BGF푸드포켓점,전라북도 완주군 봉동읍 완주산단2로 282-21 (둔산리)
43,서울특별시,영등포구,CK양평점,서울특별시 영등포구 영등포로3길 16
44,,,E1대천에너지점,
45,경기도,고양시,EBS일산사옥점,"경기도 고양시 일산동구 한류월드로 281, (장항동)"
46,충청북도,제천시,ES충주호리조트점,"충청북도 제천시 수산면 옥순봉로 1248, (능강리)"
47,서울특별시,송파구,JJ가락점,"서울특별시 송파구 송이로27길 6, (가락동)"
48,서울특별시,강남구,JJ삼성점,"서울특별시 강남구 선릉로126길 14, (삼성동)"
49,서울특별시,송파구,JJ올림픽점,"서울특별시 송파구 양재대로 1222, 방이동 (방이동)"
50,경기도,고양시,EBS일산사옥점,"경기도 고양시 일산동구 한류월드로 281, (장항동)"
51,충청북도,제천시,ES충주호리조트점,"충청북도 제천시 수산면 옥순봉로 1248, (능강리)"
52,서울특별시,송파구,JJ가락점,"서울특별시 송파구 송이로27길 6, (가락동)"
53,서울특별시,강남구,JJ삼성점,"서울특별시 강남구 선릉로126길 14, (삼성동)"
54,서울특별시,송파구,JJ올림픽점,"서울특별시 송파구 양재대로 1222, 방이동 (방이동)"
55,서울특별시,서초구,JW타워점,"서울특별시 서초구 남부순환로 2477, JWTOWER (서초동)"
56,전라북도,전주시,KCC스위첸점,전라북도 전주시 덕진구 오송1길 37-13
57,서울특별시,서대문구,KH독립문주유소점,서울특별시 서대문구 통일로 384 독립문주유소
58,강원도,양양군,KORAIL연수원점,"강원도 양양군 강현면 동해대로 3457, (정암리)"
59,경기도,광명시,KTX광명점,"경기도 광명시 신기로17번길 3, 서원빌딩 (일직동)"
60,대구광역시,중구,KT스마트메디타워점,"대구광역시 중구 동덕로 167, (동인동2가) 1층"
61,서울특별시,영등포구,KT지식센터점,"서울특별시 영등포구 영신로 220, (영등포동8가) 1층 104호"
62,경기도,파주시,LG로점,"경기도 파주시 월롱면 엘지로 248, (덕은리)"
63,서울특별시,강남구,M강남역점,"서울특별시 강남구 테헤란로 101, 강남역구내상가 번호(역삼동)"
64,서울특별시,광진구,M건대입구역점,"서울특별시 광진구 아차산로 243, 구내상가 번호 04 선 건대입구역(화양동) 212동 2호"
65,서울특별시,광진구,M구의역점,"서울특별시 광진구 아차산로 384-1, 구내상가 번호 01 선 구의역(구의동)"
66,서울특별시,강북구,M미아역점,"서울특별시 강북구 도봉로 200, 선미아역구내상가 번호 05(미아동)"
67,서울특별시,구로구,M신도림역점,"서울특별시 구로구 새말로 117-21, 구내상가 번호(신도림동)"
68,서울특별시,마포구,M신촌역점,"서울특별시 마포구 신촌로 90, 구내상가 번호(노고산동)"
69,서울특별시,서초구,M양재역점,"서울특별시 서초구 남부순환로 2585, 선양재역구내상가 번호08(서초동)"
70,서울특별시,강남구,M역삼역점,"서울특별시 강남구 테헤란로 156, 구내상가 번호 역삼역(역삼동)"
71,서울특별시,송파구,M잠실롯데타워점,서울특별시 송파구 올림픽로 305 잠실역8호선
72,서울특별시,송파구,M잠실역점,"서울특별시 송파구 올림픽로 265, 서울메트로 2호선 잠실역(잠실동) 지하층 216동 02호"
73,서울특별시,송파구,M종합운동장역점,"서울특별시 송파구 올림픽로 23, 서울메트로 2호선(잠실동) 지하층 218동 02호"
74,서울특별시,서대문구,M홍제역점,"서울특별시 서대문구 통일로 440-1, 선홍제역 지하(홍제동)"
75,경기도,성남시,NHN내츄럴스토어점,"경기도 성남시 분당구 불정로 6, 엔에치엔주식회사 주식회사(정자동)"
76,서울특별시,양천구,SBS목동신사옥점,"서울특별시 양천구 목동서로 161, S방송센터 SB 내(목동)"
77,서울특별시,동작구,SK21세기주유소점,"서울특별시 동작구 시흥대로 616, (신대방동)"
78,대전광역시,대덕구,SK4공단주유소점,"대전광역시 대덕구 대덕대로 1412, SK4공단 주유소(신일동)"
79,서울특별시,양천구,SKKOREA주유소점,"서울특별시 양천구 신목로7길 1, (신정동)"
80,경상북도,칠곡군,SK가산IC주유소점,"경상북도 칠곡군 가산면 송신로 113, (천평리)"
